ID,h2o,catboost,xgb,ag,final_prediction
4053,1,1,1,1,1
3313,0,0,0,0,0
3364,0,0,0,0,0
1048,0,1,1,0,0
1838,0,0,0,0,0
5994,0,1,1,1,1
7437,0,0,1,1,0
267,0,0,0,0,0
3140,0,0,0,0,0
54,1,0,1,0,1
7394,0,0,0,0,0
5238,1,1,1,1,1
2821,0,0,0,0,0
6599,0,0,0,0,0
1401,0,0,1,1,0
3048,1,1,1,1,1
121,0,0,0,0,0
4162,0,0,0,0,0
5495,0,0,0,0,0
1846,0,0,0,0,0
4422,0,0,0,0,0
4503,0,0,0,0,0
7454,0,0,0,0,0
1813,1,1,1,1,1
2789,0,0,0,0,0
5320,0,0,0,0,0
1313,0,0,0,0,0
7194,0,0,0,1,0
4544,0,0,0,0,0
2522,1,0,1,1,1
3125,1,1,1,0,1
5840,0,0,0,0,0
3521,0,0,0,0,0
5666,1,0,1,1,1
1126,0,0,0,0,0
820,1,1,1,1,1
2976,0,0,0,0,0
1417,0,0,0,0,0
782,1,1,0,0,1
6354,0,0,0,0,0
2891,1,0,1,0,1
3080,0,0,0,0,0
5149,0,0,0,0,0
1296,1,1,1,1,1
4831,0,1,1,0,0
3045,0,0,0,0,0
4042,1,1,1,1,1
2937,0,0,0,0,0
7168,0,0,0,0,0
3557,0,1,1,1,1
5165,1,1,1,1,1
3337,1,1,1,1,1
6342,0,0,0,0,0
5482,0,0,0,0,0
4860,0,0,0,0,0
2240,1,1,1,1,1
6915,0,0,0,0,0
6778,0,0,0,0,0
2416,1,1,1,1,1
3949,1,1,1,1,1
4638,0,0,0,0,0
342,0,0,0,0,0
4673,0,0,0,0,0
1249,0,1,1,0,0
7567,0,0,0,0,0
5392,0,0,0,0,0
3885,1,1,1,1,1
1860,0,0,1,0,0
5031,0,0,0,0,0
1046,1,1,1,1,1
1184,0,0,0,0,0
952,0,0,0,0,0
5983,1,0,0,0,0
3953,1,1,1,1,1
4416,0,1,1,1,1
6630,0,0,0,1,0
6078,0,0,0,0,0
4995,0,0,0,0,0
5346,0,0,0,0,0
1232,0,0,0,0,0
664,0,1,1,1,1
2479,1,0,1,1,1
5218,0,0,0,0,0
672,0,0,0,0,0
1849,0,1,1,0,0
6362,1,1,1,0,1
6035,0,0,0,0,0
950,1,1,1,1,1
3710,0,0,0,0,0
4793,0,0,0,0,0
7147,0,0,0,0,0
994,0,0,0,0,0
5630,0,0,0,0,0
1190,0,0,0,0,0
4844,1,1,1,1,1
1352,0,0,1,1,0
5530,0,0,0,0,0
4418,0,0,0,0,0
2688,0,0,0,0,0
1679,1,1,1,1,1
2298,0,0,0,0,0
7218,0,0,0,0,0
3742,1,1,1,1,1
1130,0,0,0,0,0
3103,0,0,0,0,0
4819,0,0,0,1,0
6276,0,0,0,0,0
3105,1,1,1,1,1
5397,0,0,0,0,0
5970,0,1,1,1,1
2590,0,0,1,1,0
4002,1,1,1,1,1
6119,0,0,0,0,0
1901,0,0,0,0,0
5266,0,0,0,0,0
3145,1,1,1,1,1
2188,1,1,1,1,1
5166,0,0,0,0,0
806,0,0,0,0,0
213,0,0,0,0,0
1291,1,1,1,1,1
2743,1,1,1,1,1
2272,0,1,0,0,0
1855,1,0,0,1,1
5798,0,0,0,0,0
7377,0,0,0,0,0
205,0,0,0,0,0
550,1,0,1,1,1
2007,0,0,0,0,0
3219,0,0,1,0,0
7192,0,0,0,0,0
5060,0,0,0,0,0
2668,0,0,0,0,0
3110,0,0,1,0,0
3301,0,0,0,0,0
4911,1,0,1,1,1
1882,0,0,0,0,0
6290,0,0,0,0,0
3409,1,1,0,1,1
5407,0,0,0,0,0
2552,1,1,1,1,1
7246,0,0,0,0,0
2093,1,1,1,1,1
359,0,0,0,0,0
884,0,0,0,0,0
6771,0,0,0,0,0
86,0,0,0,0,0
7029,0,0,0,0,0
2999,0,0,1,1,0
695,0,0,1,0,0
5794,1,1,1,1,1
1378,0,0,0,0,0
3002,1,1,1,1,1
3029,0,0,0,0,0
2095,1,1,1,1,1
5950,0,0,0,0,0
5008,0,0,0,0,0
2178,0,0,0,0,0
3733,0,0,0,0,0
3681,1,1,1,0,1
3205,1,1,1,1,1
4346,0,0,0,0,0
4341,0,0,1,0,0
6424,0,0,0,0,0
1710,0,1,1,0,0
5176,0,0,0,0,0
3821,1,1,1,1,1
879,0,1,1,1,1
658,1,1,1,1,1
5804,1,1,1,1,1
4421,0,0,0,0,0
4227,0,0,0,0,0
6359,0,0,0,0,0
3369,1,1,1,1,1
2279,0,0,0,0,0
5177,0,0,0,0,0
6140,0,0,0,0,0
2767,1,1,1,1,1
471,0,0,0,0,0
3158,0,0,0,0,0
2900,0,0,0,0,0
3627,0,1,0,1,0
509,0,0,0,0,0
2129,0,0,0,0,0
2339,1,1,1,1,1
427,0,1,1,1,1
7313,0,0,0,0,0
2012,0,0,0,0,0
703,0,0,0,0,0
2258,0,0,0,0,0
6858,1,1,1,1,1
6540,0,0,0,0,0
1234,0,0,0,1,0
7604,1,1,1,0,1
7160,0,0,1,0,0
6296,0,0,0,0,0
4296,0,0,1,1,0
6943,0,0,0,0,0
2186,0,0,0,0,0
7453,0,1,1,1,1
2585,0,0,0,0,0
5775,0,0,0,0,0
364,0,0,0,0,0
3698,1,1,1,1,1
2886,1,1,1,1,1
5752,0,0,0,1,0
2443,0,0,0,0,0
6277,0,0,0,0,0
7044,0,0,0,0,0
326,1,0,0,0,0
3547,0,0,0,0,0
3873,1,1,1,1,1
6346,0,0,0,0,0
4670,0,0,0,0,0
7374,0,0,1,0,0
1512,1,1,1,1,1
6908,1,0,0,0,0
3610,1,1,1,1,1
7144,0,0,1,0,0
3553,1,1,1,1,1
871,0,0,0,0,0
2875,1,1,1,1,1
3920,0,1,1,1,1
3897,1,1,1,1,1
6958,0,0,0,0,0
1481,0,0,0,0,0
3646,1,1,1,1,1
1191,0,0,0,0,0
2190,0,0,0,0,0
4700,0,0,0,0,0
521,0,1,0,1,0
4483,1,1,0,1,1
2639,0,1,1,1,1
1024,0,1,0,1,0
7111,0,1,1,0,0
6258,0,0,0,0,0
6218,0,0,0,0,0
132,0,0,0,0,0
7040,0,0,1,0,0
7363,0,1,1,1,1
2812,0,0,0,0,0
1216,0,1,0,1,0
282,1,0,0,0,0
583,0,0,0,0,0
3514,1,1,1,0,1
1745,0,0,0,0,0
1731,0,1,1,1,1
775,0,1,1,1,1
5837,0,0,0,0,0
4602,0,0,1,1,0
4082,1,1,0,1,1
3239,0,0,0,0,0
5882,0,0,0,0,0
2872,0,0,0,0,0
3856,1,1,1,1,1
4692,0,0,0,0,0
2505,0,0,0,0,0
3372,0,0,0,0,0
4922,0,0,0,0,0
2282,0,1,0,0,0
6225,0,0,0,0,0
4083,1,1,1,1,1
6233,0,0,0,0,0
4954,0,0,0,0,0
325,0,0,0,0,0
6929,1,0,1,1,1
5109,1,1,1,1,1
3592,1,1,1,1,1
2246,1,1,1,1,1
3591,1,1,1,1,1
491,1,1,1,1,1
7264,1,1,1,1,1
2687,0,0,0,0,0
4292,0,0,0,0,0
1578,1,0,1,1,1
1205,0,0,1,0,0
3607,1,1,1,1,1
6365,0,1,1,1,1
1074,0,0,0,0,0
1956,0,1,1,1,1
4438,0,0,0,0,0
5609,0,0,0,0,0
3077,0,1,0,1,0
790,0,0,1,0,0
4636,1,0,1,0,1
6485,0,0,0,0,0
6877,0,0,0,0,0
6874,0,0,0,0,0
2771,0,0,0,1,0
5718,0,0,0,0,0
4470,0,0,0,0,0
5965,0,0,0,0,0
4429,0,1,0,1,0
2971,0,1,1,1,1
1543,0,0,0,0,0
3898,1,1,0,1,1
4361,0,0,0,0,0
4034,1,1,1,1,1
7549,0,0,0,0,0
462,1,0,0,0,0
5603,0,0,0,1,0
1891,0,0,0,0,0
5895,0,0,0,0,0
1603,0,1,0,1,0
5464,0,0,0,0,0
2629,0,0,0,0,0
1487,1,0,0,0,0
1806,0,0,1,1,0
4371,0,0,0,0,0
546,0,0,0,0,0
371,0,0,0,0,0
2294,0,0,0,0,0
2006,1,1,1,1,1
4304,0,1,0,1,0
2859,0,0,0,0,0
1692,1,1,1,1,1
859,0,0,0,0,0
3438,1,1,1,1,1
6672,0,0,0,0,0
6301,1,0,1,1,1
6154,0,0,0,0,0
7089,0,0,0,0,0
6866,0,0,1,0,0
6743,0,0,1,0,0
2658,1,1,1,1,1
1572,0,0,0,0,0
422,0,0,0,0,0
1433,0,1,0,1,0
3774,0,0,0,0,0
5724,0,0,0,0,0
2610,0,0,0,1,0
1852,1,1,1,1,1
799,1,0,0,1,1
6181,0,0,0,0,0
6239,0,0,0,0,0
6315,0,0,0,0,0
4786,0,0,0,0,0
4774,0,0,1,0,0
4535,0,0,0,0,0
4564,0,0,0,0,0
1425,0,0,0,0,0
2436,0,1,1,1,1
3611,1,1,1,1,1
7579,0,0,0,0,0
5812,0,0,0,0,0
6859,0,0,0,0,0
3293,0,0,0,0,0
4543,0,0,0,0,0
4151,1,1,1,1,1
834,1,1,1,1,1
5626,0,0,0,0,0
1277,0,0,0,0,0
7493,0,0,0,0,0
1809,1,1,1,1,1
6837,0,0,0,0,0
2103,0,0,0,0,0
6113,0,0,0,0,0
2447,1,0,0,0,0
4847,0,0,0,0,0
4607,0,0,0,0,0
3548,1,1,1,1,1
984,0,0,0,0,0
2280,1,1,0,1,1
1396,1,1,1,1,1
1109,0,1,0,0,0
611,0,0,0,0,0
5059,0,0,0,0,0
6295,0,0,0,0,0
1099,0,1,0,1,0
1483,0,1,1,1,1
4050,1,1,1,1,1
6128,0,0,0,0,0
6289,0,0,0,0,0
4973,0,0,0,0,0
6089,0,0,0,0,0
976,1,0,0,0,0
3072,0,1,0,1,0
2135,0,0,0,0,0
74,1,1,1,1,1
5858,0,0,0,0,0
6,0,0,0,0,0
1535,0,1,1,1,1
2909,1,0,1,1,1
2428,1,1,1,1,1
739,0,0,1,1,0
2484,1,1,0,0,1
6398,0,0,0,0,0
1877,1,1,1,1,1
7490,1,0,0,0,0
7038,0,0,0,0,0
6474,0,0,0,0,0
3312,0,1,1,1,1
634,0,0,0,0,0
1923,0,0,0,0,0
405,0,0,0,0,0
728,0,0,0,0,0
6713,0,0,0,0,0
4940,0,0,0,0,0
5713,0,0,0,0,0
7373,0,0,0,0,0
3747,1,1,1,1,1
7285,0,1,1,1,1
253,1,1,1,1,1
918,0,0,0,0,0
5271,0,0,0,0,0
7522,0,0,0,0,0
517,1,1,0,0,1
4477,0,0,0,0,0
7378,0,0,0,0,0
2679,0,0,0,0,0
7222,0,0,0,0,0
3973,1,1,0,0,1
3601,1,1,1,1,1
3743,1,1,1,1,1
1006,0,0,0,0,0
4694,0,1,1,1,1
4547,0,0,0,0,0
3563,1,1,1,1,1
3637,1,1,1,1,1
7619,0,0,0,0,0
2078,0,0,0,0,0
186,1,0,1,1,1
772,0,0,0,0,0
514,0,0,0,0,0
476,0,0,0,0,0
4220,0,0,0,0,0
4412,0,0,0,0,0
1339,0,0,0,0,0
2261,0,0,0,0,0
4990,0,0,0,0,0
6179,0,0,0,0,0
2418,0,0,0,0,0
5328,0,0,0,0,0
983,1,1,1,0,1
4219,1,1,1,1,1
811,0,0,0,0,0
2983,1,1,1,1,1
1376,0,0,0,0,0
3168,0,0,0,0,0
6396,0,0,0,0,0
4514,0,0,1,1,0
5653,0,0,0,0,0
7223,0,0,0,1,0
2509,0,0,0,0,0
3913,1,0,0,0,0
7544,0,0,0,0,0
1673,0,1,1,1,1
313,1,1,1,1,1
4630,0,0,0,0,0
6210,0,0,0,0,0
1793,0,0,0,1,0
3511,0,1,0,0,0
1893,0,0,0,0,0
4378,0,0,0,0,0
4761,0,0,0,0,0
4109,1,1,1,1,1
6010,0,0,1,1,0
2638,0,0,0,1,0
6406,0,0,0,0,0
1637,0,0,0,0,0
1012,0,0,0,0,0
2320,1,0,0,0,0
6722,0,0,0,0,0
3333,0,0,0,0,0
761,0,0,1,0,0
3019,1,0,0,1,1
7492,0,0,0,0,0
920,1,1,1,1,1
523,0,0,0,0,0
1913,1,1,1,0,1
2329,0,0,0,0,0
1244,0,0,0,0,0
3494,1,1,1,1,1
6939,0,0,0,0,0
174,0,0,0,0,0
5740,0,0,0,0,0
4590,0,0,0,1,0
2752,0,0,0,0,0
5637,0,0,0,0,0
244,0,0,0,0,0
6407,0,1,1,1,1
5295,1,1,1,1,1
924,0,0,1,0,0
