ID,h2o,catboost,xgb,ag,final_prediction
4053,0,0,0,0,0
3313,0,0,0,0,0
3364,0,0,0,0,0
1048,0,0,0,0,0
1838,1,1,1,1,1
5994,0,0,0,0,0
7437,0,0,0,0,0
267,0,0,0,0,0
3140,0,1,1,1,1
54,0,1,0,1,0
7394,0,0,0,0,0
5238,1,1,1,0,1
2821,0,1,1,1,1
6599,0,0,0,0,0
1401,0,0,1,1,0
3048,0,0,0,0,0
121,0,0,0,0,0
4162,0,0,0,0,0
5495,0,1,1,1,1
1846,0,0,0,0,0
4422,0,0,0,0,0
4503,0,0,0,0,0
7454,0,0,0,1,0
1813,0,0,0,0,0
2789,0,0,0,0,0
5320,1,1,1,1,1
1313,0,0,0,0,0
7194,0,0,0,0,0
4544,0,0,0,0,0
2522,0,0,0,0,0
3125,0,1,0,1,0
5840,1,1,1,1,1
3521,0,0,0,0,0
5666,1,1,1,1,1
1126,0,0,0,0,0
820,0,0,1,1,0
2976,0,0,0,0,0
1417,0,0,1,1,0
782,0,0,0,0,0
6354,0,1,1,1,1
2891,0,0,0,0,0
3080,0,0,0,0,0
5149,1,1,1,1,1
1296,0,0,0,0,0
4831,0,0,0,0,0
3045,0,1,1,1,1
4042,0,0,0,0,0
2937,0,0,1,0,0
7168,0,0,0,0,0
3557,0,1,0,0,0
5165,1,1,1,1,1
3337,0,0,0,0,0
6342,0,0,0,0,0
5482,1,1,1,1,1
4860,0,0,0,0,0
2240,0,0,0,0,0
6915,0,0,0,0,0
6778,0,0,0,0,0
2416,0,0,0,0,0
3949,0,0,0,0,0
4638,0,0,0,0,0
342,0,0,0,0,0
4673,0,0,0,0,0
1249,0,0,0,0,0
7567,0,0,0,0,0
5392,1,1,1,1,1
3885,0,0,0,0,0
1860,0,0,0,1,0
5031,1,1,1,1,1
1046,0,0,0,0,0
1184,0,0,0,0,0
952,0,0,0,0,0
5983,1,1,1,0,1
3953,0,0,0,0,0
4416,0,0,0,0,0
6630,0,0,0,0,0
6078,0,0,0,0,0
4995,0,1,0,1,0
5346,1,1,1,1,1
1232,0,0,0,0,0
664,0,0,0,0,0
2479,0,0,0,0,0
5218,1,1,1,1,1
672,0,0,0,0,0
1849,0,0,0,0,0
6362,0,0,0,0,0
6035,0,0,0,0,0
950,0,0,0,0,0
3710,0,0,0,0,0
4793,0,0,0,0,0
7147,0,0,0,0,0
994,0,0,1,0,0
5630,0,1,1,1,1
1190,0,0,0,0,0
4844,1,0,0,1,1
1352,0,0,0,0,0
5530,1,1,1,1,1
4418,0,0,0,0,0
2688,0,0,0,0,0
1679,0,0,0,0,0
2298,1,1,1,1,1
7218,0,0,0,0,0
3742,0,0,0,0,0
1130,1,1,1,1,1
3103,0,1,1,1,1
4819,0,0,0,0,0
6276,0,0,0,0,0
3105,0,0,0,0,0
5397,1,1,1,1,1
5970,0,0,0,0,0
2590,0,0,0,0,0
4002,0,0,0,0,0
6119,0,0,0,0,0
1901,0,0,0,0,0
5266,1,1,1,1,1
3145,0,0,0,0,0
2188,0,0,0,0,0
5166,1,1,1,1,1
806,0,0,0,0,0
213,0,0,0,0,0
1291,0,0,0,0,0
2743,0,0,0,0,0
2272,0,1,0,0,0
1855,0,0,0,0,0
5798,1,1,1,1,1
7377,0,0,0,0,0
205,0,0,0,0,0
550,0,0,0,0,0
2007,0,0,0,0,0
3219,0,1,1,1,1
7192,0,0,0,0,0
5060,1,1,1,1,1
2668,0,0,0,0,0
3110,0,0,0,0,0
3301,0,0,0,0,0
4911,0,0,0,0,0
1882,0,0,0,0,0
6290,0,0,0,0,0
3409,0,0,0,0,0
5407,1,1,1,1,1
2552,0,0,0,0,0
7246,0,0,0,0,0
2093,1,0,0,0,0
359,0,0,0,0,0
884,0,0,1,1,0
6771,0,0,0,0,0
86,0,0,0,0,0
7029,0,0,0,0,0
2999,0,0,0,0,0
695,0,1,1,1,1
5794,1,1,1,1,1
1378,0,0,0,0,0
3002,0,0,0,0,0
3029,0,0,0,0,0
2095,0,0,0,0,0
5950,1,1,1,1,1
5008,0,0,0,0,0
2178,1,1,1,1,1
3733,0,0,0,0,0
3681,0,0,0,0,0
3205,0,0,0,0,0
4346,0,0,0,0,0
4341,0,0,0,0,0
6424,0,0,0,0,0
1710,0,0,0,0,0
5176,1,1,1,1,1
3821,1,0,0,0,0
879,0,0,0,0,0
658,0,0,0,0,0
5804,1,1,1,1,1
4421,0,0,0,0,0
4227,0,0,0,0,0
6359,0,0,0,0,0
3369,0,0,0,0,0
2279,0,0,0,0,0
5177,1,1,1,1,1
6140,0,0,0,0,0
2767,0,0,0,0,0
471,0,0,0,0,0
3158,0,1,1,1,1
2900,0,0,0,0,0
3627,0,0,0,1,0
509,0,0,0,0,0
2129,0,0,0,0,0
2339,0,0,0,0,0
427,0,0,0,0,0
7313,0,0,0,0,0
2012,0,0,0,0,0
703,0,0,0,0,0
2258,0,0,0,0,0
6858,0,0,0,0,0
6540,0,0,1,0,0
1234,0,0,0,0,0
7604,0,0,0,0,0
7160,0,0,0,0,0
6296,0,0,0,0,0
4296,0,0,0,0,0
6943,0,1,1,1,1
2186,1,1,1,1,1
7453,0,0,0,0,0
2585,0,0,0,0,0
5775,1,1,1,1,1
364,0,0,0,0,0
3698,0,0,0,0,0
2886,0,0,0,0,0
5752,1,1,1,1,1
2443,0,0,0,0,0
6277,0,0,0,0,0
7044,0,0,0,0,0
326,0,0,0,0,0
3547,0,1,0,1,0
3873,0,0,1,1,0
6346,0,0,0,0,0
4670,0,0,0,0,0
7374,0,0,0,0,0
1512,0,0,0,0,0
6908,1,1,0,0,1
3610,0,0,0,0,0
7144,0,0,0,0,0
3553,0,0,0,0,0
871,0,0,0,0,0
2875,0,0,0,0,0
3920,0,0,1,0,0
3897,0,0,0,0,0
6958,0,0,1,1,0
1481,0,1,1,1,1
3646,0,0,0,0,0
1191,0,0,0,0,0
2190,0,0,0,0,0
4700,0,0,1,1,0
521,0,0,0,0,0
4483,1,0,0,1,1
2639,0,0,0,0,0
1024,0,0,0,0,0
7111,1,0,1,1,1
6258,0,0,0,0,0
6218,0,0,0,0,0
132,1,1,1,1,1
7040,0,0,0,0,0
7363,0,0,1,0,0
2812,0,0,0,0,0
1216,0,0,1,1,0
282,0,0,0,0,0
583,0,0,0,0,0
3514,1,1,1,1,1
1745,0,1,0,0,0
1731,0,0,0,0,0
775,0,0,0,0,0
5837,1,1,1,1,1
4602,0,0,0,0,0
4082,0,0,0,0,0
3239,0,0,0,1,0
5882,1,1,1,1,1
2872,0,0,0,0,0
3856,0,0,0,0,0
4692,0,0,0,0,0
2505,0,1,1,1,1
3372,0,0,0,0,0
4922,0,1,0,0,0
2282,0,0,0,0,0
6225,0,0,0,0,0
4083,0,0,1,1,0
6233,0,0,1,0,0
4954,0,0,0,0,0
325,0,0,0,0,0
6929,0,0,0,0,0
5109,1,1,1,1,1
3592,0,0,0,0,0
2246,0,0,0,0,0
3591,0,0,0,0,0
491,0,0,0,0,0
7264,0,0,0,0,0
2687,1,1,1,1,1
4292,0,0,0,0,0
1578,0,0,0,0,0
1205,0,1,1,1,1
3607,0,1,1,1,1
6365,0,0,0,0,0
1074,0,0,0,0,0
1956,0,0,0,0,0
4438,0,0,0,1,0
5609,1,1,1,1,1
3077,0,0,0,0,0
790,0,0,0,0,0
4636,1,0,1,1,1
6485,0,0,0,0,0
6877,0,0,0,0,0
6874,0,0,0,0,0
2771,0,0,0,0,0
5718,1,1,1,1,1
4470,0,0,0,0,0
5965,0,0,0,0,0
4429,0,0,0,0,0
2971,0,0,0,0,0
1543,0,0,0,0,0
3898,0,0,0,0,0
4361,0,0,0,0,0
4034,0,0,0,0,0
7549,0,0,0,0,0
462,0,0,0,0,0
5603,1,1,1,1,1
1891,0,0,0,0,0
5895,1,1,1,1,1
1603,0,0,0,0,0
5464,1,1,1,1,1
2629,0,0,0,0,0
1487,0,0,1,0,0
1806,0,0,0,0,0
4371,0,0,0,0,0
546,0,0,1,1,0
371,0,0,0,0,0
2294,0,0,1,1,0
2006,0,0,0,0,0
4304,0,0,0,0,0
2859,0,0,0,0,0
1692,0,0,0,0,0
859,0,0,0,0,0
3438,0,1,1,1,1
6672,0,0,0,0,0
6301,0,0,0,0,0
6154,0,0,0,0,0
7089,0,0,1,0,0
6866,0,0,0,0,0
6743,0,1,1,1,1
2658,0,0,0,0,0
1572,0,0,0,0,0
422,0,0,0,0,0
1433,0,0,0,0,0
3774,1,1,1,1,1
5724,1,1,1,1,1
2610,0,0,0,0,0
1852,0,0,0,0,0
799,0,0,0,0,0
6181,0,0,0,0,0
6239,0,0,0,0,0
6315,0,0,0,0,0
4786,0,0,0,0,0
4774,0,0,0,0,0
4535,0,0,0,0,0
4564,0,0,0,0,0
1425,0,0,0,0,0
2436,1,1,1,0,1
3611,0,0,0,0,0
7579,0,0,0,0,0
5812,1,1,1,1,1
6859,0,0,0,0,0
3293,0,0,0,0,0
4543,0,0,0,0,0
4151,0,0,0,0,0
834,0,0,0,0,0
5626,1,1,1,1,1
1277,0,0,0,0,0
7493,0,0,0,0,0
1809,0,1,1,1,1
6837,0,0,0,0,0
2103,0,0,0,0,0
6113,0,0,0,0,0
2447,0,0,0,0,0
4847,0,0,0,0,0
4607,0,0,0,0,0
3548,0,0,0,0,0
984,0,1,1,1,1
2280,1,1,1,0,1
1396,0,0,0,0,0
1109,0,0,1,0,0
611,0,0,0,0,0
5059,1,1,1,1,1
6295,0,0,0,0,0
1099,0,0,0,0,0
1483,0,0,0,0,0
4050,0,0,0,0,0
6128,0,0,0,0,0
6289,1,1,1,1,1
4973,0,0,0,1,0
6089,0,1,0,0,0
976,0,0,0,0,0
3072,0,0,0,0,0
2135,0,1,1,0,0
74,1,0,1,0,1
5858,1,1,1,1,1
6,0,0,0,1,0
1535,0,0,0,0,0
2909,0,0,0,0,0
2428,0,0,0,1,0
739,0,0,0,0,0
2484,0,0,0,0,0
6398,0,0,0,0,0
1877,0,0,0,0,0
7490,0,0,0,0,0
7038,0,0,0,0,0
6474,0,0,1,0,0
3312,0,0,0,0,0
634,0,0,0,0,0
1923,0,0,1,1,0
405,0,0,0,0,0
728,0,1,1,1,1
6713,0,0,0,0,0
4940,0,0,0,0,0
5713,1,1,1,1,1
7373,1,0,0,0,0
3747,0,0,0,0,0
7285,0,0,1,0,0
253,0,0,0,0,0
918,0,0,0,0,0
5271,1,1,1,1,1
7522,0,0,0,0,0
517,0,0,0,0,0
4477,0,0,0,1,0
7378,0,0,1,0,0
2679,0,0,0,0,0
7222,0,0,0,0,0
3973,0,0,0,0,0
3601,0,0,0,0,0
3743,0,0,0,0,0
1006,0,0,0,1,0
4694,0,0,0,0,0
4547,0,0,0,0,0
3563,0,0,1,1,0
3637,0,0,0,0,0
7619,0,0,0,0,0
2078,0,0,0,0,0
186,0,0,0,0,0
772,0,0,0,0,0
514,0,0,0,0,0
476,0,0,0,0,0
4220,0,0,0,0,0
4412,0,0,0,0,0
1339,0,0,0,0,0
2261,0,0,0,0,0
4990,0,0,0,0,0
6179,0,1,1,0,0
2418,1,1,1,1,1
5328,1,1,1,1,1
983,0,0,0,0,0
4219,0,0,0,0,0
811,0,0,0,0,0
2983,0,0,0,0,0
1376,0,0,0,0,0
3168,0,0,0,0,0
6396,0,0,0,0,0
4514,0,0,0,0,0
5653,1,1,1,1,1
7223,0,0,0,0,0
2509,0,0,0,0,0
3913,0,0,0,0,0
7544,0,0,0,0,0
1673,0,1,1,1,1
313,0,0,0,0,0
4630,0,0,0,0,0
6210,0,0,0,0,0
1793,0,0,0,0,0
3511,1,0,1,1,1
1893,0,1,1,1,1
4378,0,0,0,0,0
4761,0,1,1,1,1
4109,0,0,0,0,0
6010,0,0,0,0,0
2638,0,0,0,0,0
6406,0,0,0,0,0
1637,1,0,1,1,1
1012,0,0,0,0,0
2320,0,0,0,0,0
6722,0,0,0,0,0
3333,0,0,0,0,0
761,0,0,0,1,0
3019,0,0,0,0,0
7492,0,0,0,0,0
920,0,0,0,0,0
523,0,0,0,0,0
1913,0,0,1,1,0
2329,0,0,0,0,0
1244,0,0,0,0,0
3494,0,0,0,0,0
6939,1,0,0,0,0
174,0,0,0,0,0
5740,1,1,1,1,1
4590,0,0,0,0,0
2752,0,1,0,1,0
5637,1,1,1,1,1
244,0,0,0,0,0
6407,0,0,0,0,0
5295,1,1,1,1,1
924,0,0,0,0,0
