tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,day_after,day,month,year,dow,jumlah_promosi
1954,2,2,136676591.0,0,1,87,196142.0,424669.632,122599.0,159239.0,3,11,5,0,534,18,6,2013,4,3
1959,3,2,165583000.0,0,0,43,291312.0,236691.0,449106.0,295358.0,0,3,9,0,456,31,3,2013,6,2
1966,2,1,187041788.0,0,0,31,166150.0,1632669.0,312792.0,145162.0,2,4,4,0,535,17,6,2013,3,0
1968,2,0,99416000.0,1,1,23,10115.0,109242.0,0.0,18207.0,6,7,2,0,311,6,11,2012,1,1
1962,2,0,152559603.0,0,0,11,131624.0,393972.512,154939.0,47797.0,1,10,5,0,534,16,6,2013,4,4
1968,2,1,100686641.0,0,1,44,14524.0,63666.0,42277.0,18320.0,1,4,2,0,536,16,6,2013,3,4
1963,2,1,100590412.0,0,0,37,81662.0,322074.0,104473.0,73912.0,0,4,4,0,534,15,6,2013,4,3
1989,2,0,66130082.0,1,0,69,5984.0,22674.0,674.0,6153.0,0,3,4,0,533,15,6,2013,3,0
1962,3,0,96015401.0,0,1,85,7496.0,87307.0,19999.0,13387.772,6,6,4,0,535,18,6,2013,3,3
1972,2,0,150691555.0,0,0,44,43367.0,962041.0,239127.0,300586.0,0,6,6,0,534,16,6,2013,4,2
1959,2,2,155631886.0,0,0,9,149206.0,784383.0,236771.0,155275.0,0,7,7,0,536,18,6,2013,4,5
1945,3,2,95801738.0,0,0,57,35153.0,337812.0,252334.0,73641.0,4,8,4,0,534,15,6,2013,3,3
1982,1,2,34735069.0,1,0,66,19423.0,16366.0,30862.0,21553.0,3,3,1,0,535,20,6,2013,3,2
1961,3,2,141683052.0,0,1,68,11584.0,115620.0,74338.0,14429.0,0,2,6,0,535,19,6,2013,3,0
1956,2,0,186517250.0,0,0,79,66727.0,930153.0,199478.0,166588.0,0,3,5,0,533,15,6,2013,4,5
1959,2,1,137776917.0,0,1,99,17595.0,97809.0,25293.0,17989.0,3,5,5,0,533,15,6,2013,3,4
1977,4,2,73210000.0,1,0,41,6069.0,2023.0,5411.308,0.0,0,0,3,0,470,14,4,2013,6,6
1948,4,1,169054227.0,0,0,39,116173.0,647501.0,107283.0,65110.0,0,4,11,0,535,17,6,2013,3,3
1960,2,0,153914231.0,0,1,59,65865.0,541876.0,285820.0,240938.0,2,8,5,0,534,14,6,2013,3,5
1957,1,1,110684754.864,0,1,30,15143.0,61788.0,4104.0,0.0,4,5,8,0,536,18,6,2013,3,5
1991,1,0,44972925.0,1,0,4,28043.0,58171.0,32863.0,10115.0,2,1,0,0,534,14,6,2013,4,3
1972,2,0,159340609.0,0,0,44,44551.0,1241015.0,163565.0,127410.0,0,5,10,0,534,14,6,2013,4,1
1968,4,0,107853965.0,0,1,46,13202.0,2386.0,15496.0,7122.0,1,1,5,0,534,14,6,2013,3,0
1963,2,0,77222296.0,1,0,44,17793.0,159679.0,46889.0,31245.0,4,3,5,0,534,16,6,2013,3,5
1956,3,2,78187272.0,0,0,31,6069.0,25887.0,4937.0,7406.0,4,1,0,0,534,16,6,2013,3,5
1960,3,1,151001613.0,1,1,46,157641.0,548208.0,72815.0,45385.0,1,6,11,0,534,16,6,2013,2,0
1990,2,2,74773000.0,1,0,33,6069.0,84966.0,30345.0,32368.0,0,0,5,0,517,31,5,2013,4,0
1968,2,1,150473963.0,0,0,17,202080.0,1507082.0,217324.0,208781.0,2,8,5,0,537,21,6,2013,3,6
1951,2,0,84552000.0,1,1,25,2023.0,109785.616,16184.0,22253.0,3,5,3,0,494,8,5,2013,2,6
1964,4,2,112009967.0,1,1,66,0.0,187620.0,8264.0,20600.0,5,5,4,0,535,18,6,2013,3,6
1978,4,2,160258000.0,0,1,61,145656.0,900235.0,141610.0,143633.0,2,14,9,0,257,13,9,2012,3,1
1964,2,2,83176426.0,1,0,60,11091.0,265782.0,325.0,43854.0,8,6,5,0,534,16,6,2013,3,5
1961,2,0,139305348.0,0,0,33,65394.0,1023160.0,120740.0,106967.0,2,2,4,0,535,17,6,2013,3,5
1972,2,3,155985520.0,0,0,28,159607.0,1035946.0,388094.0,139224.0,0,6,3,0,536,18,6,2013,4,5
1968,3,1,130826000.0,0,1,19,86989.0,208369.0,0.0,86989.0,2,7,9,0,621,12,9,2013,3,2
1968,2,1,100675324.0,0,1,45,14493.0,63468.0,33997.268,18252.0,1,4,2,0,535,16,6,2013,3,4
1967,2,1,130849980.0,0,0,22,94547.0,213767.0,2468.0,87297.0,1,7,9,0,536,18,6,2013,3,2
1976,2,2,166065677.192,0,0,66,115311.0,1145018.0,226576.0,260967.0,2,6,7,0,865,14,5,2014,2,5
1959,1,2,132101556.0,0,0,31,62058.0,1077637.0,13923.0,69436.0,3,7,11,0,536,17,6,2013,3,6
1977,4,1,136519717.0,0,0,61,92790.0,796908.0,132168.964,97699.0,0,4,6,0,534,15,6,2013,4,2
1970,3,0,147621673.0,0,0,5,65867.0,1080727.0,160208.0,77852.0,1,2,7,0,535,17,6,2013,3,2
1970,4,2,73974000.0,1,0,8,2023.0,42483.0,2023.0,0.0,3,0,5,0,860,9,5,2014,4,0
1966,2,2,157618142.0,0,0,46,101317.0,1285118.0,308054.0,210755.0,0,5,3,0,536,17,6,2013,4,5
1963,2,0,129945467.008,0,1,14,15436.0,112814.0,23993.152,20120.0,0,8,5,0,535,16,6,2013,3,4
1978,2,2,53439000.0,0,0,4,20230.0,12138.0,0.0,26299.0,3,4,2,0,654,15,10,2013,1,1
1988,1,0,133930462.0,0,0,100,45677.0,1270607.82,148530.0,252312.0,0,4,13,0,533,14,6,2013,3,0
1967,2,1,62691125.212,1,1,22,4046.0,12138.0,0.0,0.0,2,1,2,0,345,10,12,2012,0,1
1965,2,1,117218962.0,0,1,91,52718.0,135596.0,5676.0,270147.0,2,5,4,0,533,17,6,2013,3,6
1949,3,1,106485013.0,0,0,45,26540.0,175517.0,44813.0,6134.0,5,9,4,0,534,15,6,2013,4,4
1981,2,2,165484920.0,0,0,49,44466.0,589248.0,41555.0,56152.484,2,6,6,0,534,14,6,2013,2,5
1954,3,1,100016000.0,0,1,76,24276.0,234668.0,18207.0,0.0,4,9,3,0,469,13,4,2013,5,0
1972,3,1,146813672.952,0,1,85,55231.0,475405.0,36006.0,53760.26,1,10,4,0,533,14,6,2013,4,5
1968,3,1,60714702.0,1,0,47,7978.0,20164.0,8092.0,5729.0,1,0,2,0,534,16,6,2013,4,3
1962,4,0,93716717.0,0,0,73,6859.0,232514.0,39562.46,34311.0,5,6,5,0,535,17,6,2013,3,3
1975,1,2,90783000.0,1,0,15,6069.0,50575.0,4046.0,10115.0,0,4,3,0,807,17,3,2014,0,0
1956,2,1,143621539.0,0,0,37,248704.0,1414876.0,243010.0,68915.0,1,2,7,0,536,18,6,2013,3,0
1986,2,0,37785929.0,0,0,0,9052.0,6639.0,11171.0,480.0,0,0,2,0,536,19,6,2013,4,3
1967,2,1,77945216.0,1,0,31,10427.0,60790.0,21657.0,20053.0,2,1,3,0,534,16,6,2013,3,5
1978,2,0,69620000.0,1,0,87,0.0,265013.0,44506.0,14161.0,4,6,4,0,586,8,8,2013,3,0
1985,3,1,76253108.0,0,0,29,56648.0,129243.772,95760.0,40913.0,2,2,4,0,536,17,6,2013,3,5
1947,3,1,96162805.0,0,0,29,16208.0,436266.0,187553.0,95056.0,4,10,6,0,534,16,6,2013,4,3
1974,1,2,69996000.0,2,1,91,10115.0,176001.0,34391.0,6069.0,6,5,4,0,232,19,8,2012,6,0
1974,2,2,150177000.0,0,1,54,68782.0,851683.0,4046.0,228599.0,5,2,9,0,382,16,1,2013,2,1
1983,3,0,76305634.0,1,0,23,3991.0,231863.0,33928.0,0.0,3,7,5,0,536,18,6,2013,3,5
1972,4,1,163530886.0,0,1,84,62668.06,628626.0,94315.0,72062.0,2,5,2,0,534,16,6,2013,3,0
1950,2,0,150674000.0,0,0,92,74851.0,621061.0,91035.0,36414.0,2,0,4,0,874,23,5,2014,4,0
1943,3,2,117633534.0,0,0,77,22854.0,261101.0,7807.0,9939.0,1,8,4,0,534,17,6,2013,3,3
1954,2,1,175731468.0,0,0,52,59719.0,816579.0,145350.0,84246.0,2,2,11,0,534,14,6,2013,3,6
1970,0,2,28403856.0,0,0,30,9353.0,25537.0,30789.0,18643.692,0,1,3,0,536,17,6,2013,3,2
1962,1,1,139695313.0,0,0,23,188671.0,430484.0,215884.0,255172.0,0,7,5,0,537,17,6,2013,3,4
1979,2,1,81443459.0,0,0,49,5435.0,23765.0,0.0,0.0,1,0,1,0,536,17,6,2013,3,2
1962,3,2,125052648.0,0,0,96,440.0,62906.0,793.0,1057.0,0,8,7,0,533,15,6,2013,3,4
1969,2,1,46027147.0,1,0,25,7202.0,623.0,29656.0,488.0,4,1,5,0,534,16,6,2013,4,0
1986,2,0,84418201.0,1,0,35,26447.0,105645.712,33174.0,16332.0,2,4,5,0,536,17,6,2013,2,1
1988,3,1,158979947.0,0,0,41,84273.0,961653.0,39056.0,76347.0,2,3,13,0,534,15,6,2013,3,1
1975,3,2,172672956.0,0,0,56,108839.0,576855.0,96800.0,58529.42,0,6,9,0,534,12,6,2013,3,5
1963,2,1,93879755.0,0,0,75,136290.0,399098.0,367200.0,234660.0,6,8,4,0,534,16,6,2013,3,3
1973,0,2,32094051.0,1,0,67,3061.0,8026.0,37409.0,94950.0,3,0,3,0,535,17,6,2013,3,0
1985,3,1,174564497.0,0,0,45,56107.0,576949.0,30962.0,37282.0,0,7,8,0,534,13,6,2013,3,5
1966,3,2,161546000.0,0,0,79,16184.0,475405.0,42483.0,131495.0,3,6,8,0,909,27,6,2014,4,2
1980,2,1,65880885.36,0,0,7,12731.68,36475.0,22978.0,34337.0,1,3,0,0,534,15,6,2013,3,5
1954,2,0,112574000.0,0,0,54,173978.0,1100512.0,356048.0,178024.0,2,10,5,0,250,6,9,2012,3,5
1970,2,2,117868427.0,0,1,54,149158.0,763888.0,204645.0,68077.0,4,8,7,0,534,17,6,2013,4,1
1970,2,0,80277238.0,1,0,20,2586.0,162286.0,10540.0,26436.0,3,4,1,0,536,18,6,2013,2,5
1985,1,2,57418429.0,1,0,9,1357.0,33087.0,0.0,14174.0,0,0,4,0,534,16,6,2013,3,0
1967,2,0,124377680.0,0,0,73,104647.0,356215.0,95582.0,29154.0,0,6,8,0,533,16,6,2013,4,5
1974,3,0,84658895.0,0,0,23,102022.0,365145.0,113683.0,87252.0,1,3,9,0,535,17,6,2013,3,6
1952,2,1,176266000.0,0,0,67,220507.0,1561756.0,56644.0,402577.0,3,4,8,0,611,2,9,2013,0,0
1973,2,2,100016000.0,1,1,39,6069.0,86989.0,18207.0,28322.0,6,4,5,0,416,19,2,2013,1,0
1981,4,1,72596942.62,1,0,61,2023.0,105196.0,0.0,12138.0,1,7,4,0,407,10,2,2013,6,0
1948,2,2,161540000.0,0,0,48,145656.0,333795.0,64736.0,311542.0,0,1,6,0,512,26,5,2013,6,0
1973,2,0,92943218.0,0,1,82,102679.0,275319.0,204775.0,158065.0,6,6,4,0,533,16,6,2013,3,3
1963,3,0,153901755.0,0,0,72,49782.0,585569.0,342634.0,251434.0,2,7,3,0,533,16,6,2013,3,5
1960,2,0,166436621.0,0,0,79,110395.0,1925326.0,110230.0,184160.0,0,4,11,0,533,16,6,2013,4,4
1947,2,1,65483000.0,1,1,17,14161.0,32368.0,22253.0,22253.0,3,0,1,0,586,8,8,2013,3,0
1949,2,0,97545000.0,1,1,0,4046.0,24276.0,0.0,6069.0,4,0,1,0,793,3,3,2014,0,6
1975,2,1,117722843.0,0,0,38,19804.0,72610.0,15511.0,8477.0,2,8,5,0,534,16,6,2013,3,4
1976,2,0,49268637.0,1,0,27,9743.0,23722.0,6613.0,0.0,3,0,2,0,534,17,6,2013,4,1
1957,3,2,123613475.0,0,1,51,41320.0,527277.0,70792.0,58945.0,5,9,6,0,534,16,6,2013,3,5
1962,2,2,104619285.0,0,0,34,26538.0,318900.0,136435.0,52751.0,1,3,3,0,535,17,6,2013,3,3
1951,3,2,118219790.0,0,0,60,23166.0,244653.0,8646.0,20294.0,1,8,5,0,534,15,6,2013,3,3
1976,4,1,319054000.0,1,1,27,4046.0,38437.0,0.0,12138.0,2,0,0,0,534,14,6,2013,3,1
1959,1,0,81445159.0,1,0,68,22105.0,26963.0,18723.0,13865.0,1,1,1,0,533,14,6,2013,3,2
1954,3,1,149198580.0,0,0,8,76297.0,1074689.0,177248.608,149018.0,0,7,7,0,536,18,6,2013,3,2
1943,3,2,117601547.0,0,0,76,21199.0,251833.0,7476.0,12090.0,1,8,5,0,533,16,6,2013,3,3
1973,2,1,147854094.0,0,0,63,60854.0,289669.0,1642.0,31598.0,1,3,3,0,533,16,6,2013,3,4
1962,2,1,102102777.0,0,1,77,6513.092,42452.0,10808.0,9611.644,2,7,6,0,535,17,6,2013,3,4
1964,4,2,112029000.0,1,1,73,0.0,16184.0,8092.0,0.0,0,4,3,0,535,20,6,2013,3,0
1973,3,2,80923000.0,1,1,96,6069.0,24276.0,0.0,5624.34,2,4,5,0,877,26,5,2014,0,0
1948,2,1,164251314.0,0,0,63,224368.0,1526814.0,38128.0,87969.0,0,1,8,0,533,15,6,2013,4,4
1957,2,3,160287000.0,0,1,91,277151.0,710073.0,333795.0,335818.0,3,7,8,0,757,26,1,2014,6,0
1968,2,1,37056875.0,0,0,94,8515.0,58048.0,40070.0,24309.0,4,0,5,0,533,15,6,2013,4,0
1966,2,2,143234645.0,0,1,86,57624.0,153255.0,33692.0,40460.0,3,6,7,0,535,18,6,2013,3,1
1972,2,0,139468211.0,0,0,39,111246.0,343858.0,36413.0,148665.0,1,8,4,0,535,18,6,2013,3,4
1977,2,1,138262328.0,0,0,5,43959.0,953937.0,254772.0,77086.0,0,8,7,0,535,14,6,2013,3,5
1977,1,2,46364100.0,1,0,59,4539.0,21743.0,23766.0,8832.0,1,3,2,0,534,17,6,2013,3,1
1962,3,2,172018729.0,0,0,81,155208.0,803084.0,243443.0,2449.0,0,3,8,0,532,12,6,2013,2,6
1969,2,0,187175160.0,0,0,74,92725.0,1224108.0,168584.0,142637.0,1,3,7,0,533,15,6,2013,3,5
1970,2,0,99615496.0,0,0,52,18756.0,172897.0,6700.0,14371.0,2,5,3,0,535,18,6,2013,3,1
1945,2,2,108894703.0,0,0,19,63310.0,221183.0,89758.0,17007.0,1,8,4,0,535,16,6,2013,3,4
1996,0,0,53816566.0,1,0,55,10567.2,9542.0,11224.0,6695.0,0,0,0,0,534,15,6,2013,3,0
1967,0,1,43952000.0,0,0,43,44506.0,22253.0,16184.0,12138.0,2,4,3,0,382,16,1,2013,2,0
1945,4,2,127014847.844,0,1,77,58667.0,68782.0,28322.0,0.0,1,3,6,0,718,18,12,2013,2,0
1961,4,2,119386000.0,0,1,79,2023.0,121380.0,10115.0,2023.0,4,5,12,0,752,21,1,2014,1,5
1960,2,0,166334000.0,0,0,84,115311.0,1956241.0,111265.0,169932.0,0,4,12,0,533,16,6,2013,4,4
1974,2,0,179557688.0,0,0,53,58781.0,1710161.0,26719.0,42864.0,0,5,5,0,534,13,6,2013,3,1
1958,2,1,153495804.636,0,0,13,106181.0,800040.0,182687.948,119372.0,1,8,7,0,536,18,6,2013,3,5
1972,4,2,63657000.0,1,0,85,3870.156,26144.124,14161.0,4046.0,1,1,3,0,597,19,8,2013,0,2
1957,1,1,109504484.0,0,1,82,18505.0,157167.928,10148.0,0.0,5,9,6,0,534,17,6,2013,4,5
1984,1,1,114836748.0,0,0,71,68348.0,210956.0,62685.0,72791.0,4,4,6,0,533,16,6,2013,3,2
1946,3,2,96132352.0,0,0,31,16097.0,434881.0,194700.0,99996.984,3,10,5,0,534,16,6,2013,4,3
1981,2,1,71913000.0,1,0,83,6069.0,34391.0,6069.0,8092.0,1,4,5,0,656,17,10,2013,3,0
1969,1,2,127204557.164,0,0,92,47321.0,136182.0,62561.0,47881.0,4,7,6,0,533,17,6,2013,4,4
1984,3,2,153706000.0,0,0,87,20230.0,151725.0,32368.0,14161.0,1,6,6,0,810,20,3,2014,3,0
1960,2,2,151760282.0,0,1,70,126769.0,400182.0,149724.0,79086.0,3,8,7,0,535,18,6,2013,3,4
1956,2,1,98493382.0,0,1,66,5677.0,15202.0,782.0,3130.0,1,1,4,0,533,17,6,2013,3,4
1987,2,2,56651000.0,1,0,63,2023.0,24276.0,12138.0,10115.0,0,1,3,0,549,2,7,2013,1,1
1955,2,1,151962260.0,0,0,48,164221.0,335421.0,122096.0,75247.0,3,10,4,0,536,17,6,2013,4,4
1951,3,2,135026580.0,0,1,53,10657.0,94707.0,12680.0,6465.0,4,4,7,0,534,17,6,2013,3,4
1965,2,0,225111560.0,0,0,25,28508.0,1914591.0,199417.0,174327.0,0,2,7,0,534,15,6,2013,3,2
1957,2,1,160397044.0,0,0,78,21567.0,1351189.0,340179.0,180024.0,0,3,9,0,534,16,6,2013,4,2
1957,3,2,137238397.0,0,1,57,72995.0,378767.0,8750.0,129460.0,4,4,12,0,534,17,6,2013,3,0
1967,1,1,99241000.0,1,1,47,6069.0,24276.0,12138.0,16184.0,0,1,3,0,656,17,10,2013,3,1
1970,3,3,91671000.0,1,1,30,6069.0,14161.0,0.0,6069.0,4,4,3,0,652,13,10,2013,6,0
1975,1,2,41707994.0,0,0,79,10031.0,23268.0,20103.08,16100.0,2,1,1,0,534,18,6,2013,3,0
1955,3,1,51750063.46,0,1,39,3735.288,17980.0,7116.0,10341.0,2,10,0,0,534,16,6,2013,3,2
1961,4,2,72197000.0,1,1,52,16184.0,12138.0,20230.0,10115.0,2,0,3,0,727,27,12,2013,4,1
1959,2,2,115629000.0,0,1,89,0.0,182070.0,10115.0,16184.0,3,11,10,0,333,28,11,2012,2,0
