tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,day_after,day,month,year,dow,jumlah_promosi
1957,3,1,152987957.0,0,0,48,196505.0,444694.0,351866.0,10132.0,0,10,7,0,534,16,6,2013,4,0
1978,3,2,90842000.0,1,1,24,0.0,24276.0,0.0,0.0,4,0,3,0,840,19,4,2014,5,0
1951,4,2,128180000.0,0,1,6,2023.0,210392.0,36414.0,70805.0,4,6,10,0,741,10,1,2014,4,0
1950,3,3,73909000.0,0,0,61,2023.0,167909.0,17288.564,10115.0,1,9,6,0,533,16,6,2013,6,0
1970,2,2,73998000.0,1,0,83,72828.0,121380.0,89393.552,66759.0,7,4,6,0,253,9,9,2012,6,0
1955,4,2,122645235.0,0,1,5,2119.0,83463.0,6724.504,9105.0,5,8,8,0,535,16,6,2013,3,0
1960,3,0,151006977.0,1,1,52,146602.0,541863.0,22298.0,6367.0,1,6,11,0,534,16,6,2013,3,0
1954,3,1,153079656.0,0,0,52,216006.0,529858.0,296034.0,56058.108,0,10,6,0,534,16,6,2013,4,0
1959,4,1,110038000.0,0,1,54,22253.0,99127.0,34391.0,12138.0,0,9,6,0,570,23,7,2013,1,0
1961,4,0,103207000.0,1,1,27,0.0,8092.0,10115.0,0.0,0,0,2,0,835,14,4,2014,0,0
1967,4,1,73981101.0,1,0,6,2023.0,47271.0,1286.0,1473.0,3,0,5,0,534,14,6,2013,4,0
1980,3,2,103148602.0,1,1,46,2462.0,20053.0,2462.0,4132.428,1,1,3,0,536,15,6,2013,3,0
1969,2,0,75153084.0,1,0,21,1369.0,69961.0,22779.0,0.0,0,3,3,0,535,18,6,2013,4,0
1998,1,2,67709501.0,0,0,80,15553.0,170489.0,15553.0,37203.0,0,0,5,0,533,15,6,2013,3,0
1962,3,2,61353000.0,0,1,9,18207.0,157794.0,38437.0,22253.0,5,0,9,0,229,16,8,2012,3,0
1977,2,2,103147530.0,1,1,46,12145.0,8302.0,11709.0,217.0,1,0,3,0,535,16,6,2013,3,0
1962,3,0,67636519.0,0,1,5,0.0,89919.0,6350.0,12419.0,2,2,1,0,534,14,6,2013,4,0
1964,4,3,74972976.0,1,1,78,6753.0,13416.0,1338.0,426.0,3,1,2,0,535,18,6,2013,3,0
1957,3,3,90656000.0,0,1,55,26299.0,135541.0,39885.48,26299.0,3,7,6,0,854,3,5,2014,5,0
1982,0,1,52692736.0,0,0,5,18944.844,7595.0,4372.0,18807.0,0,4,3,1,534,16,6,2013,3,0
1959,3,2,61261225.0,0,1,8,16656.0,181050.0,45801.0,26516.0,5,0,9,0,535,16,6,2013,3,0
1971,1,0,121987221.0,0,1,3,54767.0,686914.0,157135.0,36945.0,2,3,3,0,534,16,6,2013,4,0
1957,4,0,158450000.0,0,1,27,10115.0,258944.0,20230.0,80920.0,2,3,11,0,641,2,10,2013,2,0
1959,3,1,151007472.0,1,1,45,155688.0,528000.0,73647.0,48552.0,2,6,11,0,534,16,6,2013,2,0
1974,2,0,102482952.0,0,1,53,26012.0,306477.0,73723.0,2882.0,0,7,6,0,534,15,6,2013,4,0
1987,2,2,79697000.0,1,0,97,2023.0,46529.0,25948.604,28322.0,2,0,3,0,516,30,5,2013,3,0
1973,3,2,112590000.0,1,0,13,6069.0,143633.0,6069.0,4046.0,2,5,5,0,714,14,12,2013,5,0
1965,2,3,86935506.0,1,1,11,875.0,13389.0,1313.0,4483.0,0,1,3,0,535,16,6,2013,4,0
1958,4,1,103214165.0,1,1,24,315.0,5886.0,11375.0,0.0,0,0,1,0,536,17,6,2013,3,0
1985,0,1,79813274.0,0,0,21,31240.0,296663.0,407527.0,141981.0,2,6,5,0,537,20,6,2013,3,0
1955,3,1,153118673.0,0,0,54,239478.0,500304.0,300275.0,19560.0,0,10,6,0,534,16,6,2013,4,0
1959,4,2,112622189.0,0,1,83,10176.0,318738.0,56644.0,50950.0,9,3,14,0,534,16,6,2013,3,0
1986,1,0,83360000.0,1,0,87,14161.0,34391.0,26299.0,0.0,0,4,5,0,533,16,6,2013,3,0
1975,2,0,75793000.0,1,1,46,2023.0,38437.0,0.0,0.0,2,4,4,1,701,1,12,2013,6,0
1954,4,4,72795000.0,1,1,6,4046.0,16184.0,8092.0,12138.0,2,0,3,0,908,26,6,2014,3,0
1990,0,0,79764739.0,0,0,37,40274.0,376412.0,526451.0,131956.672,2,6,5,0,535,17,6,2013,3,0
1977,2,2,72778806.0,1,1,78,19307.0,41027.0,29812.0,8482.0,0,4,3,0,535,17,6,2013,4,0
1961,3,0,151009319.0,1,1,48,167249.0,544945.0,91536.712,42848.0,1,6,12,0,534,16,6,2013,3,0
1971,4,2,90630000.0,1,1,60,4046.0,89012.0,20230.0,16184.0,9,4,6,0,598,20,8,2013,1,0
1981,2,0,122050660.0,0,1,9,171024.0,720310.0,146100.0,73725.0,3,4,13,0,536,18,6,2013,3,0
1977,2,0,122006000.0,0,1,9,145273.648,598808.0,167909.0,109242.0,3,8,12,0,456,31,3,2013,6,0
1977,1,1,122109833.0,0,0,18,52568.0,731719.0,176463.0,9434.0,3,4,2,0,535,16,6,2013,3,0
1960,2,2,57529823.0,1,1,91,18470.0,28936.0,12401.0,2066.0,3,0,5,0,532,13,6,2013,4,0
1955,3,1,75821000.0,0,1,0,24276.0,161840.0,6069.0,14161.0,1,2,4,0,517,31,5,2013,4,0
1965,2,3,86963000.0,1,1,25,0.0,18207.0,0.0,4046.0,0,1,4,0,560,13,7,2013,5,0
1959,3,2,103218000.0,1,1,23,0.0,30562.996,0.0,10115.0,3,1,2,0,536,18,6,2013,3,0
1957,4,0,110066028.0,0,1,51,20238.0,101141.0,37269.0,11562.0,0,9,6,0,536,17,6,2013,3,0
1960,4,0,103207934.0,1,1,26,41.0,7804.0,10279.0,0.0,0,0,1,0,536,17,6,2013,3,0
1973,3,3,112588197.0,1,0,9,6798.0,152747.0,5339.0,4775.0,1,4,5,0,535,15,6,2013,3,0
1987,3,0,66360252.0,1,0,6,10643.0,35075.0,2988.0,10862.0,4,0,6,1,534,15,6,2013,3,0
1959,4,2,112620570.0,0,1,81,19386.0,305844.0,56644.0,46652.0,9,3,14,0,534,16,6,2013,4,0
1952,2,0,75798111.0,0,1,10,26731.0,176923.0,6069.0,24522.424,0,1,4,0,534,15,6,2013,3,0
1952,2,2,57575409.0,1,1,124,25168.0,29095.0,16778.0,1844.0,3,0,5,0,531,11,6,2013,3,0
1968,3,2,120873805.0,0,1,56,58510.972,268278.0,54249.0,182534.0,7,2,8,0,534,15,6,2013,2,0
1957,1,1,53976203.0,1,1,84,1962.0,46408.0,6767.552,550.0,4,2,1,0,533,17,6,2013,3,0
1956,4,2,112664766.0,0,1,82,20320.0,284848.924,44451.0,37148.0,10,5,14,0,533,16,6,2013,4,0
1978,2,0,74914000.0,1,0,17,0.0,60690.0,8092.0,16184.0,1,0,4,0,356,21,12,2012,4,0
1976,1,2,72746000.0,1,1,49,0.0,0.0,8092.0,6069.0,0,2,3,0,456,31,3,2013,6,0
1963,2,2,87014849.0,1,1,54,1632.0,11501.0,3655.0,390.0,0,3,3,0,536,20,6,2013,3,0
1970,1,0,102537900.0,0,1,67,30149.0,265341.0,64410.0,10049.0,0,5,5,0,534,16,6,2013,3,0
1987,2,0,53981865.032,1,0,12,10115.0,34391.0,8092.0,12138.0,2,1,3,0,365,30,12,2012,6,0
1985,1,1,79831000.0,0,0,28,28322.0,273105.0,370209.0,126696.88,2,6,5,0,573,26,7,2013,4,0
1958,2,2,53952489.0,1,1,86,3580.0,39830.0,5172.0,829.0,4,0,1,0,535,18,6,2013,3,0
1952,4,2,153110000.0,0,0,53,232645.0,483497.0,311542.0,4046.0,0,11,7,0,713,13,12,2013,4,0
1978,3,2,90782328.0,1,1,21,9145.0,13218.0,12803.0,5487.0,5,0,2,0,536,17,6,2013,3,0
1952,0,0,31437152.0,0,1,80,31793.0,38550.944,40133.0,17079.716,6,1,1,0,535,16,6,2013,3,0
1955,4,3,62848000.0,0,1,0,0.0,0.0,6069.0,4046.0,3,1,1,0,577,30,7,2013,1,0
1970,4,1,74969000.0,1,0,10,6069.0,30345.0,0.0,0.0,0,4,2,0,790,28,2,2014,4,0
1965,4,0,107825622.0,0,1,52,1491.0,13308.0,8944.0,11180.0,2,2,6,0,535,17,6,2013,3,0
1975,3,3,112586894.0,1,0,2,20994.0,138317.0,6012.0,5012.0,1,4,4,0,534,14,6,2013,3,0
1959,2,2,53942000.0,1,1,83,0.0,42483.0,0.0,2023.0,4,0,2,0,790,28,2,2014,4,0
1971,2,2,102431000.0,0,2,63,208369.0,542164.0,151725.0,200277.0,3,9,12,0,398,1,2,2013,4,0
1965,2,0,125377554.0,0,0,63,3001.0,362517.0,188561.0,72227.0,1,5,3,0,534,18,6,2013,3,0
1963,2,2,87027000.0,1,1,60,2023.0,16184.0,4046.0,0.0,1,3,4,0,543,26,6,2013,2,0
1953,2,3,90661774.0,0,1,53,31241.0,145875.0,4493.0,28545.0,5,7,0,0,534,15,6,2013,3,0
1984,0,0,52690222.0,0,0,8,1018.0,665.0,2715.0,16862.0,0,3,3,1,536,18,6,2013,3,0
1988,2,2,62956085.58,1,0,55,4046.0,22253.0,6069.0,6069.0,1,2,1,0,550,3,7,2013,2,0
1989,1,2,110036615.0,1,1,44,2647.0,62716.0,13222.0,4666.0,5,2,6,0,534,16,6,2013,3,0
1974,2,2,71870000.0,1,0,77,8092.0,18207.0,4046.0,14161.0,3,1,3,0,546,29,6,2013,5,0
1960,4,2,112619000.0,0,1,79,28322.0,293335.0,56644.0,42483.0,9,7,14,0,413,16,2,2013,5,0
1955,4,1,83361000.0,1,1,10,0.0,10115.0,0.0,2023.0,2,0,5,0,266,22,9,2012,5,0
1976,3,3,112585702.0,1,0,1,31382.0,136276.0,10650.0,5383.0,1,4,3,0,535,16,6,2013,3,0
1964,4,0,107752504.0,0,1,44,2280.0,3328.0,5241.0,9544.0,2,2,7,0,536,16,6,2013,3,0
1961,1,1,53992185.0,1,1,70,1015.0,38422.0,0.0,3376.0,3,0,2,0,533,17,6,2013,3,0
1952,4,3,62866548.0,0,1,1,2968.0,14934.396,1404.0,1077.0,3,0,1,0,536,17,6,2013,3,0
1965,2,2,128301302.0,0,1,24,12782.0,215236.0,40030.0,15861.0,0,10,8,0,537,20,6,2013,2,0
1965,2,0,158364000.0,1,1,33,36414.0,441014.0,52598.0,84966.0,5,6,9,0,535,17,6,2013,3,0
1967,3,3,71886312.0,1,0,48,13017.0,32675.0,4353.0,3628.0,2,0,5,0,534,16,6,2013,4,0
1972,3,2,120770000.0,0,1,51,16184.0,224553.0,36414.0,220507.0,9,2,8,0,556,9,7,2013,1,0
1987,0,0,79804324.0,0,0,28,33134.0,314694.0,433109.0,147001.0,2,6,5,0,536,19,6,2013,4,0
1960,4,4,74989714.0,1,1,95,8670.0,0.0,578.0,4046.0,3,1,2,0,534,16,6,2013,3,0
1988,2,0,71913714.0,1,0,88,4042.0,29094.0,6450.0,869.0,0,4,5,0,533,16,6,2013,4,0
1968,1,2,142698390.0,0,1,57,330825.0,218283.0,79147.0,324377.0,1,8,12,0,536,19,6,2013,3,1
1952,2,2,156350122.0,0,0,38,328922.0,327271.0,316441.0,119442.0,0,8,4,0,536,17,6,2013,4,1
1971,2,2,43178000.0,1,0,26,0.0,42483.0,16184.0,0.0,2,1,3,0,280,6,10,2012,5,1
1974,3,2,151599910.0,0,0,22,28441.0,514556.0,44208.0,25168.0,1,3,8,0,536,17,6,2013,2,1
1978,4,2,160258000.0,0,1,61,145656.0,900235.0,141610.0,143633.0,2,14,9,0,257,13,9,2012,3,1
1988,3,1,158979947.0,0,0,41,84273.0,961653.0,39056.0,76347.0,2,3,13,0,534,15,6,2013,3,1
1966,2,2,143234645.0,0,1,86,57624.0,153255.0,33692.0,40460.0,3,6,7,0,535,18,6,2013,3,1
1974,2,0,179557688.0,0,0,53,58781.0,1710161.0,26719.0,42864.0,0,5,5,0,534,13,6,2013,3,1
1987,2,2,56651000.0,1,0,63,2023.0,24276.0,12138.0,10115.0,0,1,3,0,549,2,7,2013,1,1
1969,3,0,88133203.0,1,0,54,10028.0,70725.0,31492.0,1054.0,0,2,4,0,534,17,6,2013,3,1
1979,1,1,126763018.0,0,0,23,61603.0,619141.0,183474.0,217601.0,2,3,10,0,534,14,6,2013,3,1
1955,2,0,169064762.0,0,0,17,143392.0,1143038.0,185646.0,92915.0,1,6,11,0,536,18,6,2013,3,1
1954,2,3,141111000.0,0,1,47,6069.0,513842.0,303450.0,32368.0,4,10,7,0,412,15,2,2013,4,1
1960,4,2,116991184.0,0,1,83,15486.0,195080.0,14323.0,11638.0,3,8,6,0,534,18,6,2013,3,1
1992,1,0,157899000.0,0,0,39,99127.0,1284605.0,231396.872,101150.0,2,7,7,0,287,13,10,2012,5,1
1978,2,1,72932592.628,1,0,38,1769.0,3047373.0,11887.0,3795.0,12,3,0,0,534,13,6,2013,4,1
1984,3,1,179846869.0,0,0,74,133063.0,1522397.0,147379.0,300253.0,1,6,13,0,533,18,6,2013,3,1
1946,4,2,160174000.0,0,0,54,176001.0,908327.0,236691.0,93058.0,2,2,6,0,431,6,3,2013,2,1
1966,2,0,64551216.0,0,0,41,3650.0,0.0,7105.568,1612.0,0,0,3,0,534,16,6,2013,4,1
1971,3,0,99659000.0,1,0,53,20230.0,190162.0,6069.0,14161.0,3,6,4,0,482,26,4,2013,4,1
1966,3,1,167827639.0,0,0,85,73519.0,1357411.0,100377.0,71628.0,2,4,3,0,535,19,6,2013,3,1
1964,2,1,99204000.0,0,1,93,86989.0,137564.0,129472.0,28322.0,6,1,9,0,533,15,6,2013,3,1
1949,3,2,117009970.0,0,1,70,3.0,50587.0,8088.0,8088.0,0,4,3,0,533,17,6,2013,4,1
1975,2,1,130048010.0,0,1,56,146499.0,784690.0,169444.0,360368.0,1,4,10,0,535,17,6,2013,3,1
1979,2,0,143870572.0,0,0,28,95056.0,760324.324,212035.0,80848.0,2,2,10,0,534,14,6,2013,3,1
1977,2,1,168212951.0,0,0,84,169399.0,917986.0,400889.0,244821.0,2,8,8,0,533,15,6,2013,3,1
1970,3,0,88144585.0,1,0,54,13257.584,73966.0,33057.0,719.0,0,2,4,0,534,16,6,2013,3,1
1979,1,0,78774552.0,1,0,67,12067.0,64454.0,32297.0,21468.0,1,4,2,0,533,15,6,2013,3,1
1972,3,2,151471720.0,0,0,34,33380.0,556190.0,55851.0,38223.0,2,3,8,0,536,17,6,2013,2,1
1962,3,1,113800694.628,0,1,68,13512.468,146772.0,23716.0,18150.36,1,7,5,0,535,16,6,2013,3,1
1964,2,1,130441229.0,0,1,94,49688.0,781481.0,148214.0,83577.0,1,3,6,0,533,15,6,2013,3,1
1973,4,1,119738026.0,0,1,43,2918.0,66828.532,7427.0,4479.0,2,3,4,0,534,15,6,2013,3,1
1978,2,1,130077116.0,0,0,62,106987.0,526223.0,106888.0,254301.0,1,4,8,0,533,14,6,2013,3,1
1974,4,2,119936000.0,1,1,78,2023.0,76874.0,10115.0,0.0,3,3,4,0,689,19,11,2013,1,1
1978,4,0,116230000.0,1,1,50,167909.0,279174.0,208369.0,101150.0,4,6,9,0,424,27,2,2013,2,1
1974,3,2,119790109.0,0,1,79,18614.032,112093.0,17863.0,33810.0,3,3,6,0,533,16,6,2013,3,1
1965,2,1,97986796.0,0,1,37,16043.0,147160.0,12462.0,18996.0,4,6,6,0,536,17,6,2013,3,1
1957,3,1,85914000.0,1,2,33,14161.0,34391.0,0.0,0.0,5,2,1,0,812,22,3,2014,5,1
1980,2,2,159842000.0,0,0,96,58667.0,896189.0,70805.0,115311.0,0,4,12,0,746,15,1,2014,2,1
1988,1,2,42633000.0,1,0,3,26299.0,2023.0,10115.0,32368.0,3,3,5,0,304,30,10,2012,1,1
1985,2,2,181033740.0,0,0,88,43966.0,267263.0,224326.0,300308.0,0,7,9,0,535,18,6,2013,3,1
1964,2,0,99215240.0,0,1,89,82913.0,136062.0,122607.0,27785.0,6,1,8,0,533,16,6,2013,4,1
1979,3,1,154836000.0,0,0,88,101150.0,831453.0,184093.0,141610.0,0,5,11,0,703,3,12,2013,1,1
1984,1,2,134886000.0,0,0,42,40460.0,216461.0,273105.0,190162.0,2,3,11,0,577,30,7,2013,1,1
1968,3,1,66708710.0,0,0,25,1722.0,54646.0,24602.0,5794.0,1,4,5,0,534,16,6,2013,4,1
1958,2,2,157566244.0,0,0,60,54056.0,1377622.0,191404.0,150137.0,0,5,9,0,534,15,6,2013,3,1
1949,3,2,117003668.0,0,1,72,810.0,53331.0,7443.0,7443.0,0,4,3,0,533,17,6,2013,4,1
1981,1,1,126698000.0,0,0,25,68782.0,631176.0,198254.0,238714.0,2,4,11,0,405,8,2,2013,4,1
1965,2,0,97973000.0,0,2,23,20230.0,176001.0,16184.0,22253.0,4,4,8,0,536,17,6,2013,3,1
1979,3,2,67268000.0,1,0,43,4643.828,44506.0,10115.0,0.0,1,2,6,0,785,23,2,2014,6,1
1976,2,3,143327000.0,1,1,82,54621.0,105196.0,44506.0,40460.0,4,7,7,0,641,2,10,2013,2,1
1972,1,1,126779878.0,0,0,47,63582.0,499703.0,135117.0,165921.0,1,5,10,0,534,15,6,2013,3,1
1980,1,2,134710310.0,0,0,14,37536.0,215208.0,227163.0,155914.0,1,4,10,0,537,19,6,2013,3,1
1987,2,0,81552263.0,0,0,10,64342.0,83431.0,153713.0,34602.0,4,5,4,0,534,18,6,2013,4,1
1979,1,0,78799903.0,1,0,63,17153.596,68311.0,33261.0,26674.0,1,4,3,0,533,15,6,2013,2,1
1963,2,2,120722000.0,0,1,24,26299.0,194208.0,18207.0,0.0,3,0,8,0,627,18,9,2013,2,1
1971,4,1,167700000.0,0,0,93,89012.0,1492974.0,113288.0,105196.0,2,3,4,0,730,30,12,2013,0,1
1960,0,4,43118000.0,0,0,80,6069.0,44506.0,70805.0,18207.0,3,2,2,0,814,24,3,2014,0,1
1984,4,1,179937000.0,0,0,72,141610.0,1507135.0,163863.0,327726.0,2,6,14,0,693,23,11,2013,5,1
1981,3,1,47235903.0,0,0,104,48960.888,438421.0,20203.0,38388.0,2,7,4,0,533,13,6,2013,3,1
1962,2,0,168720506.0,0,0,75,351062.0,1087024.0,175065.0,282543.0,0,3,7,0,533,16,6,2013,4,1
1959,2,0,124463759.0,0,1,28,54205.0,392002.0,276934.0,71328.0,5,7,11,0,535,17,6,2013,3,1
1959,4,2,85988000.0,0,1,11,0.0,20230.0,4046.0,10115.0,4,0,3,0,648,9,10,2013,2,1
1966,2,2,86280801.0,0,1,68,10577.0,44910.0,14623.0,22455.0,3,1,6,0,534,18,6,2013,2,1
1969,2,0,160114827.0,0,0,67,80529.0,942210.404,291847.0,125271.0,0,5,8,0,533,15,6,2013,4,1
1981,2,1,47337472.0,1,0,48,2759.0,7908.0,0.0,5332.0,0,1,1,0,536,17,6,2013,3,1
1981,4,2,46855000.0,1,0,46,0.0,6069.0,0.0,8092.0,1,3,1,0,884,2,6,2014,0,1
1978,1,1,126677061.0,0,0,28,62971.0,579820.0,180635.0,217721.0,2,3,10,0,534,14,6,2013,3,1
1979,2,0,143901924.0,0,0,25,99643.0,639564.0,200666.0,77657.0,2,2,10,0,534,15,6,2013,3,1
1949,3,2,160275902.0,0,0,51,171649.0,970380.0,231210.0,89350.0,1,2,6,0,534,14,6,2013,3,1
1968,2,2,167767634.0,0,0,34,63745.0,803268.0,183435.0,140507.488,0,6,8,0,535,16,6,2013,4,1
1954,2,2,141199096.0,0,1,42,45737.0,503781.0,277004.0,31505.0,4,9,7,0,535,16,6,2013,3,1
1967,2,2,135171742.0,0,0,32,12590.0,358755.0,105346.0,176493.0,2,6,8,0,536,18,6,2013,2,1
1983,1,0,47260884.0,1,0,89,34090.0,143640.0,45507.0,24346.0,4,4,5,0,533,14,6,2013,3,1
1965,1,2,142740411.0,0,1,55,196562.0,237350.0,55314.0,194086.0,1,8,7,0,535,18,6,2013,2,1
1951,2,3,144432000.0,0,1,3,133518.0,614992.0,309519.0,283220.0,2,2,8,0,412,15,2,2013,4,1
1972,1,2,128511870.0,0,0,50,16113.0,344346.0,23036.0,18476.0,3,7,10,0,536,18,6,2013,2,1
1971,3,1,167678247.0,0,0,67,83333.0,1214741.0,153035.0,132167.0,1,4,6,0,533,16,6,2013,3,1
1971,2,2,143287573.0,0,1,83,118775.0,158513.0,78750.0,48262.0,3,7,7,0,533,16,6,2013,3,1
1988,2,1,81570000.0,1,0,10,64736.0,80920.0,155771.0,34391.0,4,5,3,0,441,16,3,2013,5,1
1971,3,1,117015804.0,0,1,47,12515.0,223145.0,23516.0,21873.0,6,6,10,0,536,16,6,2013,3,1
1977,1,2,170993000.0,0,1,18,30345.0,635222.0,398531.0,46529.0,1,13,12,0,812,22,3,2014,5,1
1980,2,2,56643185.0,1,0,47,3882.0,17766.0,6558.0,5465.0,0,3,3,0,534,17,6,2013,3,1
1957,2,2,157501000.0,0,0,58,54621.0,1438353.0,159817.0,140873.372,0,6,10,0,534,14,6,2013,3,1
1971,4,2,117067000.0,0,1,68,22253.0,279218.912,32368.0,26299.0,7,6,13,0,430,5,3,2013,1,1
1960,2,0,67925741.0,0,1,48,4628.0,42759.0,19831.0,9195.0,2,0,2,0,534,16,6,2013,4,1
1951,2,0,163226000.0,0,0,68,34391.0,1432284.0,80920.0,99127.0,0,8,10,0,521,4,6,2013,1,1
1953,2,2,73221000.0,0,1,0,6069.0,89012.0,2023.0,4046.0,4,4,2,0,845,24,4,2014,3,1
1962,2,2,141869834.0,0,0,20,270397.0,434611.0,110111.0,32317.0,3,8,13,0,536,19,6,2013,3,1
1955,2,0,99065808.0,1,1,95,23600.0,101806.0,31950.0,12483.392,5,3,5,0,533,15,6,2013,3,1
1967,2,2,85985198.0,0,1,79,10182.0,36819.0,8362.0,12543.0,2,1,3,0,535,19,6,2013,2,1
1961,3,1,109711493.0,0,1,30,72599.0,333317.032,160628.0,112938.0,3,6,9,0,536,17,6,2013,3,1
1965,3,1,159122837.0,0,0,30,105210.0,633074.0,136752.412,24852.0,0,8,7,0,534,17,6,2013,4,1
1977,3,0,124611339.98,0,0,46,144491.0,244188.0,91164.948,87042.0,3,5,7,0,536,18,6,2013,3,1
1956,2,0,124573229.0,0,1,24,133442.0,415367.0,189570.0,154826.7,5,5,10,0,536,19,6,2013,3,1
1968,2,2,131358742.0,0,1,88,7716.0,103239.0,12480.0,17081.0,3,6,4,0,536,20,6,2013,2,1
1961,1,2,170828445.0,0,0,8,46432.0,507968.0,88131.0,98598.196,0,1,9,0,535,14,6,2013,3,1
1957,2,3,96975000.0,0,1,7,10115.0,194208.0,58667.0,0.0,1,10,6,0,213,31,7,2012,1,1
1965,2,0,64539191.0,0,0,24,5655.0,7851.0,2892.0,0.0,0,0,3,0,534,16,6,2013,4,1
1951,2,3,158973000.0,0,0,81,113288.0,914396.0,182070.0,76874.0,2,2,12,0,420,23,2,2013,5,1
1953,2,0,163132400.0,0,0,48,40194.0,1147894.0,77292.0,137577.0,1,6,9,0,534,14,6,2013,3,1
1992,2,0,101079216.0,0,0,87,30396.0,311141.0,6524.0,910.0,3,4,4,0,533,14,6,2013,3,1
1964,3,0,67815000.0,0,1,61,2023.0,50575.0,16184.0,6069.0,2,0,2,0,386,20,1,2013,6,1
1967,4,2,109556000.0,0,1,11,103173.0,349979.0,232645.0,159817.0,4,8,10,0,465,9,4,2013,1,1
1974,3,2,179623000.0,0,0,26,374255.0,1604239.0,214438.0,339864.0,0,8,4,0,347,12,12,2012,2,1
1994,2,0,101046000.0,0,0,91,32368.0,325703.0,6069.0,23386.704,3,5,5,0,251,7,9,2012,4,1
1984,2,1,91324839.0,0,0,70,4586.0,22945.0,7011.0,5258.0,2,1,3,0,533,16,6,2013,3,1
1986,2,2,181066000.0,0,0,90,36414.0,236691.0,224553.0,299404.0,1,7,10,0,719,19,12,2013,3,1
1972,3,2,167464686.0,0,0,47,163852.0,1115469.0,249332.0,143300.0,1,4,9,0,535,16,6,2013,2,1
1972,4,0,88169000.0,2,0,53,12138.0,80920.0,36414.0,0.0,1,2,4,0,499,13,5,2013,0,1
1978,2,1,66867013.0,0,0,64,15337.0,106595.0,22676.0,11926.0,5,5,2,0,533,17,6,2013,2,1
1951,2,2,144412688.0,0,1,3,131007.0,601846.0,303167.0,273176.0,2,2,7,0,536,17,6,2013,3,1
1953,4,2,116931000.0,0,1,96,4528.552,84966.0,0.0,0.0,3,8,2,0,681,11,11,2013,0,1
1984,1,2,42642000.0,1,0,83,0.0,8092.0,28322.0,22253.0,2,0,4,0,617,8,9,2013,6,1
1972,3,2,167563206.0,0,0,32,112109.0,879271.0,236396.0,165338.0,0,5,9,0,535,15,6,2013,3,1
1956,3,1,159176682.0,0,0,28,106877.0,552364.0,88650.0,11877.0,0,10,5,0,534,16,6,2013,4,1
1973,3,2,119948693.0,0,1,77,2264.0,77115.0,9964.0,362.0,2,4,4,0,533,17,6,2013,2,1
