ID,h2o,catboost,xgb,ag,final_prediction
6799,0,0,0,0,0
6781,0,0,0,0,0
4309,1,1,1,1,1
3939,0,0,1,0,0
338,0,0,0,0,0
7597,1,0,0,1,1
3727,0,0,0,0,0
2485,0,0,0,0,0
5222,0,0,0,0,0
4701,1,1,1,1,1
1672,0,0,0,0,0
560,0,0,0,0,0
4839,1,1,1,1,1
6961,0,0,0,0,0
904,0,0,0,0,0
3126,0,0,0,0,0
4297,1,1,1,1,1
6738,0,0,0,0,0
3520,0,0,0,0,0
6116,0,0,0,0,0
4554,1,1,1,1,1
2403,0,0,0,0,0
4970,1,1,1,1,1
5863,0,0,0,0,0
190,1,1,1,1,1
5025,0,0,1,1,0
1933,0,0,0,0,0
4530,0,1,1,1,1
1703,0,0,0,1,0
2473,1,1,1,1,1
5980,0,0,0,0,0
3291,0,0,0,0,0
5932,0,0,0,0,0
7333,0,0,0,0,0
4512,1,1,1,1,1
5326,1,0,0,1,1
2116,0,0,0,0,0
6084,0,0,0,0,0
2994,0,0,0,0,0
41,0,0,0,0,0
2959,0,0,0,0,0
3668,0,0,0,0,0
2179,0,0,0,0,0
6786,0,0,0,0,0
2643,0,0,0,0,0
3569,1,1,1,1,1
6518,0,0,0,1,0
4509,1,1,1,1,1
2567,0,0,0,0,0
6726,0,0,0,1,0
5108,0,1,1,1,1
2843,0,0,0,0,0
1364,0,0,0,0,0
6124,0,0,0,0,0
1664,0,0,1,1,0
4996,1,1,1,1,1
1655,0,0,0,0,0
5754,0,0,0,0,0
5897,0,0,0,0,0
3808,0,0,0,0,0
5070,0,0,0,0,0
4541,1,1,1,1,1
2157,0,0,0,1,0
1962,0,0,0,0,0
2948,0,0,0,0,0
6756,0,0,0,0,0
4282,1,1,1,1,1
7504,0,0,0,0,0
5186,0,0,1,0,0
4474,1,1,1,1,1
7225,0,0,0,0,0
1289,0,1,1,1,1
1753,0,0,0,0,0
1023,0,0,0,0,0
6117,0,0,0,0,0
4165,1,1,1,1,1
7488,0,0,0,0,0
3,0,0,0,0,0
444,0,0,0,0,0
1344,0,0,1,0,0
6826,0,0,1,0,0
5889,0,0,0,0,0
4627,1,1,1,1,1
4997,1,1,1,1,1
5880,0,0,0,0,0
3320,0,0,0,0,0
2139,0,0,0,0,0
5448,0,0,0,0,0
7470,0,0,0,0,0
1979,1,1,1,1,1
791,0,0,0,0,0
6166,0,0,1,0,0
1323,0,1,1,0,0
930,0,0,0,0,0
6986,0,0,0,0,0
3792,0,0,0,0,0
6529,0,0,0,0,0
5868,0,0,0,0,0
7180,0,0,0,0,0
6130,0,0,0,0,0
5900,0,0,0,0,0
4152,0,0,0,0,0
1593,0,1,0,0,0
2662,0,0,0,0,0
4522,1,1,1,1,1
2925,0,0,1,0,0
3402,0,0,0,0,0
7354,0,0,0,0,0
5587,0,0,0,0,0
6034,0,0,0,0,0
2086,0,0,0,0,0
4099,0,0,0,0,0
6744,0,0,0,0,0
2486,1,1,1,1,1
5314,0,0,0,0,0
1934,0,0,0,0,0
802,0,0,0,0,0
938,0,0,0,0,0
1959,0,0,0,0,0
1670,0,0,1,1,0
4928,0,0,1,0,0
7417,0,0,0,0,0
1044,0,0,0,0,0
2200,0,0,0,0,0
5188,0,0,0,0,0
779,0,0,0,0,0
4539,1,1,1,1,1
366,0,0,0,0,0
1773,0,1,1,0,0
5419,0,0,0,0,0
7197,0,0,0,0,0
4172,1,1,1,1,1
933,0,0,0,0,0
1885,0,0,0,0,0
3806,0,0,0,0,0
4894,1,1,1,1,1
3070,0,0,0,0,0
5543,0,0,0,0,0
4754,1,1,1,1,1
7271,0,0,0,0,0
136,0,0,0,0,0
3643,0,0,0,0,0
192,0,0,0,0,0
5736,0,0,0,0,0
5881,0,0,0,0,0
3967,0,0,0,0,0
2970,0,0,0,0,0
2264,0,0,0,0,0
2131,0,0,0,0,0
2383,0,0,1,0,0
277,0,0,0,0,0
5219,0,0,0,0,0
6065,0,0,0,0,0
2857,0,0,0,0,0
4913,1,1,1,1,1
5178,1,1,1,1,1
2736,0,0,0,0,0
1551,0,0,0,0,0
753,0,0,0,0,0
4635,1,1,1,1,1
3732,0,0,0,0,0
6510,0,0,1,0,0
1114,0,0,1,0,0
7281,0,0,0,0,0
3099,0,0,0,0,0
6327,0,0,0,0,0
5514,0,0,0,0,0
2307,0,1,0,0,0
6785,0,0,1,0,0
1609,0,0,0,0,0
1888,0,0,0,0,0
220,0,0,0,0,0
304,0,0,0,0,0
6031,0,0,0,0,0
1275,0,0,0,0,0
6198,0,0,0,0,0
5210,0,0,0,0,0
7548,1,0,0,0,0
4395,1,1,1,1,1
470,0,0,0,0,0
4829,1,1,1,1,1
20,0,0,0,0,0
2398,1,0,0,0,0
3597,0,0,0,0,0
3431,0,0,0,0,0
3459,1,1,1,0,1
4053,0,0,0,0,0
3313,1,0,0,0,0
3364,0,1,1,0,0
1048,0,0,0,0,0
1838,0,0,0,0,0
5994,0,0,0,0,0
7437,0,0,0,0,0
267,1,0,0,0,0
3140,0,1,1,1,1
54,0,0,0,0,0
7394,0,0,0,0,0
5238,0,0,0,0,0
2821,0,0,0,0,0
6599,0,0,0,0,0
1401,0,0,0,0,0
3048,0,0,0,0,0
121,0,0,0,0,0
4162,0,0,1,1,0
5495,1,1,1,1,1
1846,0,0,0,0,0
4422,1,1,1,1,1
4503,1,1,1,1,1
7454,0,0,0,0,0
1813,0,1,0,0,0
2789,1,0,0,0,0
5320,0,0,0,0,0
1313,0,0,0,0,0
7194,0,0,0,0,0
4544,1,1,1,1,1
2522,0,0,0,0,0
3125,0,0,0,0,0
5840,0,0,0,0,0
3521,0,0,0,0,0
5666,0,0,0,0,0
1126,0,0,0,0,0
820,1,0,0,1,1
2976,0,0,0,0,0
1417,0,1,0,0,0
782,0,0,1,1,0
6354,0,0,0,0,0
2891,0,0,0,0,0
3080,0,0,0,0,0
5149,0,0,0,0,0
1296,0,0,0,0,0
4831,1,1,1,1,1
3045,0,0,0,1,0
4042,0,0,0,0,0
2937,0,0,0,1,0
7168,0,0,0,0,0
3557,0,0,0,0,0
5165,0,0,0,1,0
3337,0,0,0,0,0
6342,0,0,0,0,0
5482,0,0,0,0,0
4860,1,1,1,1,1
2240,0,0,1,0,0
6915,0,0,1,0,0
6778,0,0,0,0,0
2416,0,1,1,0,0
3949,0,0,1,1,0
4638,1,1,1,1,1
342,1,1,1,1,1
4673,1,1,1,1,1
1249,0,0,0,0,0
7567,0,0,0,0,0
5392,0,0,0,0,0
3885,1,0,0,1,1
1860,0,0,0,0,0
5031,0,0,0,0,0
1046,0,0,0,0,0
1184,1,0,0,0,0
952,0,0,0,0,0
5983,0,0,0,0,0
3953,0,0,0,0,0
4416,1,1,1,1,1
6630,0,0,1,0,0
6078,0,0,0,1,0
4995,1,1,1,1,1
5346,0,0,0,0,0
1232,0,0,0,0,0
664,0,0,0,0,0
2479,0,0,0,0,0
5218,0,0,0,0,0
672,0,0,0,0,0
1849,0,0,0,0,0
6362,1,1,1,1,1
6035,0,0,0,0,0
950,0,0,0,0,0
3710,0,0,0,0,0
4793,1,1,1,1,1
7147,0,0,0,0,0
994,0,0,0,0,0
5630,0,1,0,1,0
1190,0,0,0,0,0
4844,1,1,1,1,1
1352,0,0,0,1,0
5530,0,0,0,0,0
4418,1,1,1,1,1
2688,0,1,0,0,0
1679,0,0,0,0,0
2298,0,0,0,0,0
7218,0,0,0,0,0
3742,0,0,0,0,0
1130,0,0,0,0,0
3103,1,1,1,1,1
4819,1,1,1,1,1
6276,0,0,0,0,0
3105,0,0,0,0,0
5397,0,0,0,0,0
5970,0,0,0,0,0
2590,0,0,0,0,0
4002,0,0,0,0,0
6119,0,0,0,0,0
1901,0,0,0,0,0
5266,0,0,0,0,0
3145,0,0,0,0,0
2188,0,0,0,0,0
5166,0,0,0,0,0
806,0,1,1,0,0
213,0,0,0,0,0
1291,0,0,0,0,0
2743,0,0,0,0,0
2272,0,0,0,0,0
1855,0,1,1,1,1
5798,0,0,0,0,0
7377,0,0,0,0,0
205,1,1,1,1,1
550,0,0,0,0,0
2007,0,0,0,0,0
3219,0,0,0,0,0
7192,0,0,0,0,0
5060,0,0,0,0,0
2668,0,0,0,0,0
3110,0,0,0,0,0
3301,0,0,0,0,0
4911,0,1,1,1,1
1882,1,1,1,0,1
6290,0,0,0,0,0
3409,0,0,0,0,0
5407,1,0,0,0,0
2552,0,0,0,0,0
7246,0,0,0,0,0
2093,0,0,0,0,0
359,0,1,1,1,1
884,0,0,0,0,0
6771,0,0,0,0,0
86,0,0,0,0,0
7029,0,0,0,0,0
2999,0,0,0,0,0
695,0,1,0,0,0
5794,1,1,1,1,1
1378,0,0,0,0,0
3002,0,0,0,0,0
3029,0,0,1,0,0
2095,0,0,0,0,0
5950,0,0,0,0,0
5008,1,1,1,1,1
2178,0,0,0,0,0
3733,0,0,0,0,0
3681,0,0,0,0,0
3205,0,0,0,0,0
4346,1,1,1,1,1
4341,0,1,1,1,1
6424,0,0,0,0,0
1710,0,0,0,0,0
5176,0,0,0,0,0
3821,0,0,0,0,0
879,0,0,0,0,0
658,0,0,0,0,0
5804,0,0,0,0,0
4421,1,1,1,1,1
4227,1,1,1,1,1
6359,0,0,1,0,0
3369,0,0,0,0,0
2279,1,1,1,1,1
5177,0,0,0,0,0
6140,0,0,1,0,0
2767,0,0,0,0,0
471,0,0,0,0,0
3158,0,0,0,0,0
2900,0,0,0,0,0
3627,0,1,1,0,0
509,0,0,0,0,0
2129,0,0,0,0,0
2339,0,0,0,0,0
427,0,0,0,0,0
7313,0,0,0,0,0
2012,0,0,0,0,0
703,0,0,0,0,0
2258,0,0,0,0,0
6858,0,0,0,0,0
6540,0,0,0,0,0
1234,0,0,0,0,0
7604,1,0,0,1,1
7160,0,0,0,0,0
6296,0,0,0,0,0
4296,1,1,1,1,1
6943,0,0,0,0,0
2186,0,0,0,0,0
7453,0,0,0,0,0
2585,0,0,1,1,0
5775,0,0,0,0,0
364,0,0,0,0,0
3698,0,0,0,0,0
2886,0,0,0,0,0
5752,0,0,0,0,0
2443,1,0,0,1,1
6277,0,0,0,0,0
7044,0,0,0,0,0
326,0,0,0,0,0
3547,0,0,0,0,0
3873,0,0,0,0,0
6346,1,0,0,0,0
4670,1,1,1,1,1
7374,0,0,0,0,0
1512,0,0,0,0,0
6908,0,0,0,0,0
3610,0,1,0,0,0
7144,0,0,0,0,0
3553,1,0,0,0,0
871,0,0,0,0,0
2875,0,0,0,0,0
3920,0,0,0,0,0
3897,0,0,0,0,0
6958,0,0,0,0,0
1481,0,0,0,0,0
3646,0,0,0,0,0
1191,0,0,1,1,0
2190,0,0,0,0,0
4700,1,1,1,1,1
521,0,0,0,0,0
4483,0,1,1,1,1
2639,0,0,0,0,0
1024,0,0,0,0,0
7111,0,0,0,0,0
6258,0,0,0,0,0
6218,0,0,0,0,0
132,0,0,0,0,0
7040,0,0,0,0,0
7363,0,0,0,0,0
2812,1,0,0,0,0
1216,0,0,0,0,0
282,0,0,0,0,0
583,0,0,0,0,0
3514,0,0,0,0,0
1745,0,0,1,1,0
1731,0,0,0,0,0
775,0,0,0,0,0
5837,0,0,0,0,0
4602,1,1,1,1,1
4082,0,0,0,0,0
3239,0,0,0,1,0
5882,0,0,0,0,0
2872,1,0,0,0,0
3856,0,0,0,0,0
4692,1,1,1,1,1
2505,0,0,0,0,0
3372,0,0,0,0,0
4922,1,1,1,1,1
2282,0,0,0,0,0
6225,0,0,0,0,0
4083,0,0,0,0,0
6233,0,0,0,1,0
4954,1,1,1,1,1
325,0,0,0,0,0
6929,0,0,0,0,0
5109,1,1,1,1,1
3592,0,0,0,0,0
2246,0,0,0,0,0
3591,0,0,0,0,0
491,0,0,0,0,0
7264,0,0,0,0,0
2687,0,0,0,0,0
4292,1,1,1,1,1
1578,0,0,0,0,0
1205,0,0,0,0,0
3607,0,0,0,0,0
6365,0,0,0,0,0
1074,0,0,0,0,0
1956,0,0,0,0,0
4438,1,1,1,1,1
5609,0,0,1,0,0
3077,0,0,0,0,0
790,0,0,1,1,0
4636,1,1,1,1,1
6485,0,0,1,0,0
6877,0,0,0,0,0
6874,0,0,0,1,0
2771,0,0,0,0,0
5718,0,0,0,0,0
4470,1,1,1,1,1
5965,0,0,0,0,0
4429,1,1,1,1,1
2971,0,0,0,0,0
1543,0,0,0,0,0
3898,0,0,0,0,0
4361,1,1,1,1,1
4034,0,0,0,0,0
7549,0,0,0,0,0
462,0,1,1,1,1
5603,0,0,0,0,0
1891,1,1,1,1,1
5895,0,0,0,0,0
1603,0,0,0,0,0
5464,0,0,0,0,0
2629,0,0,0,0,0
1487,0,0,0,1,0
1806,0,0,0,0,0
4371,1,1,1,1,1
546,1,1,1,1,1
371,0,0,0,0,0
2294,0,1,1,1,1
2006,0,0,0,0,0
4304,1,1,1,1,1
2859,0,0,0,0,0
1692,0,0,0,0,0
859,0,0,0,0,0
3438,0,0,0,0,0
6672,0,0,0,0,0
6301,0,0,0,0,0
6154,0,0,0,0,0
7089,0,0,0,0,0
6866,0,0,0,0,0
6743,0,0,0,0,0
2658,0,0,0,0,0
1572,0,0,0,0,0
422,0,0,0,0,0
1433,0,0,0,0,0
3774,0,0,0,0,0
5724,0,0,0,0,0
2610,0,0,0,0,0
1852,0,0,0,0,0
799,0,0,0,0,0
6181,0,0,0,0,0
6239,0,0,0,0,0
6315,0,0,0,0,0
4786,1,1,1,1,1
4774,1,1,1,1,1
4535,1,1,1,1,1
4564,1,1,1,1,1
1425,0,0,0,0,0
2436,0,0,0,0,0
3611,0,0,0,0,0
7579,0,0,0,0,0
5812,0,0,0,0,0
6859,0,0,0,0,0
3293,0,0,0,0,0
4543,1,1,0,0,1
4151,0,0,0,0,0
834,0,0,0,0,0
5626,0,0,0,0,0
1277,0,0,0,0,0
7493,0,0,0,0,0
1809,0,0,0,0,0
6837,0,0,0,0,0
2103,0,0,0,0,0
6113,0,0,0,0,0
2447,0,1,1,0,0
4847,1,1,1,1,1
4607,1,0,1,1,1
3548,0,0,0,0,0
984,0,0,0,0,0
2280,0,0,0,0,0
1396,0,0,0,0,0
1109,0,0,0,0,0
611,0,0,0,0,0
5059,0,0,0,0,0
6295,0,0,0,0,0
1099,0,0,0,1,0
1483,0,0,0,0,0
4050,0,0,0,0,0
6128,0,0,0,0,0
6289,0,0,0,0,0
4973,1,1,1,1,1
6089,0,0,0,0,0
976,0,0,0,0,0
3072,1,1,0,0,1
2135,0,0,0,0,0
74,0,0,0,0,0
5858,0,0,0,0,0
6,0,0,0,0,0
1535,0,0,0,0,0
2909,0,0,0,0,0
2428,0,0,0,0,0
739,0,0,0,0,0
2484,0,0,0,0,0
6398,0,0,0,0,0
1877,0,0,0,0,0
7490,0,0,0,0,0
7038,0,0,0,0,0
6474,0,0,0,0,0
3312,0,0,0,0,0
634,0,0,0,0,0
1923,0,0,0,1,0
405,1,0,1,0,1
728,0,0,0,0,0
6713,0,0,1,1,0
4940,1,1,1,1,1
5713,0,0,0,0,0
7373,0,0,0,0,0
3747,0,0,0,0,0
7285,0,0,0,0,0
253,0,0,0,0,0
918,0,0,0,0,0
5271,0,0,0,0,0
7522,0,0,0,0,0
517,0,0,1,0,0
4477,1,1,1,1,1
7378,0,0,0,0,0
2679,0,0,0,0,0
7222,0,1,1,1,1
3973,0,0,0,0,0
3601,0,0,0,0,0
3743,0,0,0,0,0
1006,0,0,0,0,0
4694,1,1,1,1,1
4547,1,1,1,1,1
3563,0,0,0,0,0
3637,0,0,0,0,0
7619,0,0,0,0,0
2078,0,0,0,0,0
186,0,0,0,0,0
772,0,0,0,0,0
514,0,1,1,0,0
476,0,0,0,0,0
4220,1,1,1,1,1
4412,1,1,1,1,1
1339,0,0,0,0,0
2261,0,0,0,0,0
4990,1,1,1,1,1
6179,0,0,0,0,0
2418,0,0,0,0,0
5328,0,0,0,0,0
983,0,1,0,0,0
4219,1,1,1,1,1
811,0,0,0,0,0
2983,0,0,0,0,0
1376,0,0,0,0,0
3168,0,0,0,1,0
6396,0,0,0,0,0
4514,1,1,1,1,1
5653,0,0,0,0,0
7223,0,0,0,0,0
2509,0,0,0,0,0
3913,0,0,0,0,0
7544,0,0,0,0,0
1673,0,0,0,0,0
313,0,0,0,0,0
4630,1,1,1,1,1
6210,0,1,1,1,1
1793,0,0,0,0,0
3511,0,0,0,0,0
1893,0,0,0,0,0
4378,0,0,1,1,0
4761,1,1,1,1,1
4109,0,0,0,1,0
6010,0,0,0,0,0
2638,0,0,0,0,0
6406,0,0,0,0,0
1637,0,0,0,0,0
1012,0,0,0,0,0
2320,0,0,0,0,0
6722,0,0,0,0,0
3333,0,0,0,0,0
761,0,0,0,0,0
3019,0,0,0,0,0
7492,0,0,0,0,0
920,0,0,1,0,0
523,0,1,1,1,1
1913,0,0,0,0,0
2329,0,0,0,0,0
1244,0,0,0,0,0
3494,0,0,0,0,0
6939,0,0,0,0,0
174,0,1,1,1,1
5740,1,0,0,0,0
4590,1,1,1,1,1
2752,0,0,0,0,0
5637,0,0,0,0,0
244,0,0,0,0,0
6407,0,0,0,0,0
5295,0,0,0,0,0
924,0,0,0,0,0
